period;Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;2;6;1;36;36;17;12;0;0;30;1;;4;2;74;26;13;5;3;1;0;0;1;1;1;99;30;8.5;12.51389;12.51389;0.7638889;8.5;;1;0;1;1;0;1;;19;1;1;1;;1;
19;2;2;24;2;36;36;20;12;0;0;12;1;;4;2;74;26;13;2;3;1;0;0;2;1;;177.1;12.001;10;15.55556;15.55556;0.7222222;10.001;;1;0;1;0;1;0;;16;2;1;1;;1;
12;2;1;13.1;2;25;25;16;12;0;0;11.9;1;;4;2;74;25;13;5;3;1;0;0;2;1;;133.1;11.901;8;13.12;13.12;0.68;8.001;;1;0;1;0;1;0;;9;2;1;1;;1;
44;2;2;-1;2;20;31;20;17;0;0;1;0;;4;2;74;26;13;4;2;0;1;0;5;0;0;217.7;21;6.451613;16.45161;16.45161;;;;0;0;0;0;0;;;11;2;1;1;;1;
46;2;2;5;1;20;42;20;15;0;1;15;1;;4;2;74;26;13;4;2;0;1;0;5;0;0;226.7;15;7.5;13.125;14.7619;0.625;;22.5;;1;1;1;0;;1;5;1;1;1;;1;
21;2;1;5;2;16;27;16;12;0;1;11;1;;4;2;74;25;13;5;2;0;1;0;3;1;;205.1;11;6;10.5;12.74074;0.625;;17;;1;1;0;0;;0;4;1;1;1;;1;
42;2;1;-1;2;11;33;17;11;0;0;1;0;;4;2;74;25;13;1;1;0;0;1;5;0;0;218.7;19.001;0;12.87879;12.87879;;;;0;0;0;0;0;;;16;3;1;1;;1;
26;2;2;-11;2;12;21;15;12;0;1;11;0;;4;2;74;26;13;6;1;0;0;1;3;0;;220.1;23;4.8;10.8;12.85714;;;;;0;0;0;0;;;3;2;1;1;;1;
28;2;1;8;1;20;31;20;12;0;1;12;1;;4;2;74;25;13;6;2;0;1;0;3;0;;216.1;13;6;9.6;16.45161;0.7;;18;;1;1;1;0;;1;8;2;1;1;;1;
22;2;2;0;1;44;44;18;11;1;1;;0;;4;2;74;26;13;6;3;1;0;0;3;1;;205.1;;;8.861111;12.68182;;;;;0;0;;0;;;7;1;1;1;;1;
23;2;1;26;1;41;41;20;15;0;0;15;1;;4;2;74;25;13;1;3;1;0;0;3;1;;231.1;16;10;14.87805;14.87805;0.7560976;11;;1;0;1;0;1;0;;21;2;1;1;;1;
30;2;1;1;2;19;21;19;18;0;1;18;1;;4;2;74;25;13;4;2;0;1;0;3;0;;252.1;18.001;9;17.52632;18.09524;0.5263158;;27;;1;1;1;0;;1;1;2;1;1;;1;
6;2;2;18;1;38;38;19;12;0;0;20;1;;4;2;74;26;13;4;3;1;0;0;1;1;1;117;20;9.5;14.25;14.25;0.75;9.5;;1;0;1;1;0;1;;19;1;1;1;;1;
45;2;2;4;1;17;31;17;13;0;1;13;1;;4;2;74;26;13;3;2;0;1;0;5;0;0;221.7;13;6.5;11.47059;13.16129;0.6176471;;19.5;;1;1;1;0;;1;4;1;1;1;;1;
39;2;2;-5;1;14;19;18;14;0;0;5;0;;4;2;74;26;13;4;1;0;0;1;4;0;;224.7;23;0;17.52632;17.52632;;;;0;0;0;0;0;;;1;2;1;1;;1;
47;2;2;0;1;16;47;16;12;0;0;0;0;;4;2;74;26;13;1;2;0;1;0;5;0;0;226.7;2;2.723404;10.7234;10.7234;;;;0;0;0;0;0;;;31;1;1;1;;1;
40;2;1;0;1;24;24;20;18;1;1;;0;;4;2;74;25;13;5;3;1;0;0;4;0;;224.7;;;17.1;18.33333;;;;;0;0;;0;;;2;1;1;1;;1;
2;2;2;2;1;20;31;20;13;0;1;18;1;;4;2;74;26;13;4;2;0;1;0;1;1;1;92;18;6.5;10.725;16.45161;0.675;;24.5;;1;1;1;0;;1;7;1;1;1;;1;
9;2;1;3;2;20;21;20;19;0;1;17;1;;4;2;74;25;13;6;2;0;1;0;1;1;1;131;17;9.5;18.525;19.52381;0.525;;26.5;;1;1;0;0;;0;1;1;1;1;;1;
11;2;1;-11;2;13;23;17;13;0;1;11;0;;4;2;74;25;13;4;1;0;0;1;2;1;;120;24.001;4.970588;11.47059;14.78261;;;;;0;0;0;0;;;4;2;1;1;;1;
17;2;1;0;1;29;29;16;11;1;1;;0;;4;2;74;25;13;5;3;1;0;0;2;1;;153.1;;;9.28125;12.41379;;;;;0;0;;0;;;5;1;1;1;;1;
27;2;2;-12;1;27;27;19;12;0;0;12;0;;4;2;74;26;13;1;3;1;0;0;3;0;;208.1;24;9.5;16.18518;16.18518;0.6481481;21.5;;1;0;1;0;1;0;;8;2;1;1;;1;
38;2;1;5;2;18;36;18;13;0;1;13;1;;4;2;74;25;13;4;2;0;1;0;4;0;;229.7;13;6.5;11.19444;13.5;0.6388889;;19.5;;1;1;1;0;;1;5;1;1;1;;1;
50;2;2;12;2;17;21;17;13;0;1;5;1;;4;2;74;26;13;3;2;0;1;0;5;0;0;258.7;5.001;6.5;11.47059;15.38095;0.6176471;;11.5;;1;1;0;0;;0;4;2;1;1;;1;
24;2;2;0;2;25;25;19;15;1;1;;0;;4;2;74;26;13;4;3;1;0;0;3;1;;231.1;;;13.42105;16.72;;;;;0;0;;0;;;4;1;1;1;;1;
25;2;2;0;1;37;37;19;14;1;1;;0;;4;2;74;26;13;2;3;1;0;0;3;1;;231.1;;;12.1579;14.37838;;;;;0;0;;0;;;5;1;1;1;;1;
34;3;2;18;1;35;35;20;14;0;0;17;1;;4;2;75;26;13;5;3;1;0;0;4;0;;;17;10;15.71429;15.71429;0.7142857;10;;1;0;1;0;1;0;;15;1;8;0;8;1;
44;3;1;0;1;16;33;16;11;0;0;0;0;;4;2;75;25;13;5;2;0;1;0;5;0;0;;16;3.878788;11.87879;11.87879;;;;0;0;0;0;0;;;17;1;8;0;8;1;
31;3;1;16;2;18;31;18;15;0;1;2;1;;4;2;75;25;13;1;2;0;1;0;4;0;;;2;7.5;13.75;14.22581;0.5833333;;9.5;;1;1;0;0;;0;3;1;8;0;8;1;
16;3;1;0;2;18;33;18;13;0;0;0;0;;4;2;75;25;13;1;2;0;1;0;2;1;;;18;4.909091;13.90909;13.90909;;;;0;0;0;0;0;;;15;1;8;0;8;1;
17;3;1;5;2;16;29;16;11;0;1;11;1;;4;2;75;25;13;2;2;0;1;0;2;1;;;11;5.5;9.28125;12.41379;0.65625;;16.5;;1;1;1;0;;1;5;1;8;0;8;1;
41;3;1;8;2;20;30;20;13;0;1;12;1;;4;2;75;25;13;1;2;0;1;0;5;0;0;;17;6.5;10.725;16.66667;0.675;;18.5;;1;1;0;0;;0;7;2;8;0;8;1;
29;3;1;0;2;15;21;20;15;0;0;0;0;;4;2;75;25;13;5;1;0;0;1;3;0;;;20;0;19.52381;19.52381;;;;0;0;0;0;0;;;1;1;8;0;8;1;
30;3;2;7;1;20;41;20;14;0;1;13;1;;4;2;75;26;13;2;2;0;1;0;3;0;;;13;7;11.9;14.87805;0.65;;20;;1;1;0;0;;0;6;1;8;0;8;1;
39;3;1;5;2;23;23;20;12;0;0;18;1;;4;2;75;25;13;1;3;1;0;0;4;0;;;18.001;10;18.69565;18.69565;0.5652174;10.001;;1;0;1;0;1;0;;3;2;8;0;8;1;
15;3;2;0;2;11;37;16;11;0;1;0;0;;4;2;75;26;13;1;1;0;0;1;2;1;;;11;3.78125;9.28125;11.45946;;;;;0;0;0;0;;;5;1;8;0;8;1;
48;3;1;9;2;12;22;20;12;0;0;3;1;;4;2;75;25;13;3;1;0;0;1;5;0;0;;6.001;0;19.09091;19.09091;;;;0;0;0;0;0;;;2;3;8;0;8;1;
1;3;2;;1;17;33;17;11;0;0;;1;;4;2;75;26;13;6;2;0;1;0;1;1;1;;;4.378788;12.87879;12.87879;;;;0;0;0;;0;;;16;2;8;0;8;1;
35;3;2;0;2;26;26;18;14;1;1;;0;;4;2;75;26;13;1;3;1;0;0;4;0;;;;;12.44444;15.23077;;;;;0;0;;0;;;4;2;8;0;8;1;
6;3;1;0;2;14;44;19;14;0;0;0;0;;4;2;75;25;13;3;1;0;0;1;1;1;1;;19.001;0;13.60227;13.60227;;;;0;0;0;0;0;;;25;2;8;0;8;1;
43;3;2;-1;2;11;33;16;11;0;1;1;0;;4;2;75;26;13;5;1;0;0;1;5;0;0;;12;3.78125;9.28125;11.87879;;;;;0;0;0;0;;;5;2;8;0;8;1;
33;3;2;0;2;45;45;19;13;1;1;;0;;4;2;75;26;13;2;3;1;0;0;4;0;;;;;10.94737;13.51111;;;;;0;0;;0;;;6;2;8;0;8;1;
22;3;2;0;2;11;44;18;11;0;1;0;0;;4;2;75;26;13;1;1;0;0;1;3;1;;;0.001;3.361111;8.861111;12.68182;;;;;0;0;0;0;;;7;1;8;0;8;1;
27;3;2;7;2;19;27;19;12;0;0;12;1;;4;2;75;26;13;6;2;0;1;0;3;0;;;24;6.685185;16.18518;16.18518;;;;0;0;0;0;0;;;8;2;8;0;8;1;
19;3;2;0;3;12;36;20;12;0;0;0;0;;4;2;75;26;13;4;1;0;0;1;2;1;;;12.001;0;15.55556;15.55556;;;;0;0;0;0;0;;;16;2;8;0;8;1;
8;3;2;0;2;45;45;19;15;1;1;;0;;4;2;75;26;13;4;3;1;0;0;1;1;1;;;;13.42105;13.51111;;;;;0;0;;0;;;4;2;8;0;8;1;
45;3;1;14;2;15;24;18;15;0;1;1;1;;4;2;75;25;13;5;1;0;0;1;5;0;0;;1;6.25;13.75;15.75;;;;;0;0;0;0;;;3;1;8;0;8;1;
11;3;2;-5;1;11;27;20;11;0;1;5;0;;4;2;75;26;13;2;1;0;0;1;2;1;;;16.5;3.025;8.525;17.40741;;;;;0;0;0;0;;;9;2;8;0;8;1;
3;3;1;0;1;11;45;19;11;0;1;0;0;;4;2;75;25;13;3;1;0;0;1;1;1;1;;11;3.184211;8.684211;13.51111;;;;;0;0;0;0;;;8;1;8;0;8;1;
24;3;2;0;3;15;25;19;15;0;1;0;0;;4;2;75;26;13;5;1;0;0;1;3;1;;;15;5.921052;13.42105;16.72;;;;;0;0;0;0;;;4;1;8;0;8;1;
23;3;1;-1;2;15;41;20;15;0;0;1;0;;4;2;75;25;13;5;1;0;0;1;3;1;;;16;0;14.87805;14.87805;;;;0;0;0;0;0;;;21;2;8;0;8;1;
7;3;1;0;3;11;23;18;11;0;0;0;0;;4;2;75;25;13;3;1;0;0;1;1;1;1;;17.001;0;16.04348;16.04348;;;;0;0;0;0;0;;;5;2;8;0;8;1;
49;3;1;25;3;39;39;18;14;0;0;14;1;;4;2;75;25;13;3;3;1;0;0;5;0;0;;19.001;9;13.15385;13.15385;0.7692308;14.001;;1;0;1;0;1;0;;21;3;8;0;8;1;
46;3;1;18;2;20;36;20;15;0;1;2;1;;4;2;75;25;13;2;2;0;1;0;5;0;0;;2.001;7.5;13.125;15.55556;0.625;;9.5;;1;1;0;0;;0;5;2;8;0;8;1;
13;3;2;0;1;15;46;19;15;0;0;0;0;;4;2;75;26;13;3;1;0;0;1;2;1;;;19;0;13.42391;13.42391;;;;0;0;0;0;0;;;27;1;8;0;8;1;
38;3;2;0;1;36;36;19;12;1;1;;0;;4;2;75;26;13;5;3;1;0;0;4;0;;;;;9.789474;14.51389;;;;;0;0;;0;;;7;1;8;0;8;1;
2;3;1;0;2;14;34;20;14;0;1;0;0;;4;2;75;25;13;1;1;0;0;1;1;1;1;;9;4.9;11.9;15.88235;;;;;0;0;0;0;;;6;1;8;0;8;1;
25;3;2;0;2;14;37;19;14;0;1;0;0;;4;2;75;26;13;3;1;0;0;1;3;1;;;0.1;5.157895;12.1579;14.37838;;;;;0;0;0;0;;;5;1;8;0;8;1;
9;3;1;0;3;19;21;20;19;0;1;0;0;;4;2;75;25;13;5;1;0;0;1;1;1;1;;17;9.025;18.525;19.52381;;;;;0;0;0;0;;;1;1;8;0;8;1;
42;3;2;0;1;20;34;20;11;0;0;0;0;;4;2;75;26;13;6;2;0;1;0;5;0;0;;20;5.882353;15.88235;15.88235;;;;0;0;0;0;0;;;14;1;8;0;8;1;
28;3;2;-1;2;12;30;15;12;0;1;1;0;;4;2;75;26;13;2;1;0;0;1;3;0;;;13;4.8;10.8;11.25;;;;;0;0;0;0;;;3;2;8;0;8;1;
5;3;1;0;2;12;30;20;12;0;0;0;0;;4;2;75;25;13;1;1;0;0;1;1;1;1;;15.001;0;16.66667;16.66667;;;;0;0;0;0;0;;;10;2;8;0;8;1;
12;3;2;15;1;27;27;20;15;0;0;12;1;;4;2;75;26;13;6;3;1;0;0;2;1;;;12;10;17.40741;17.40741;0.6296296;10;;1;0;1;0;1;0;;7;1;8;0;8;1;
40;3;2;-1;2;15;31;19;15;0;1;1;0;;4;2;75;26;13;1;1;0;0;1;4;0;;;16;5.921052;13.42105;15.32258;;;;;0;0;0;0;;;4;2;8;0;8;1;
20;3;2;0;2;20;38;20;16;0;0;0;0;;4;2;75;26;13;1;2;0;1;0;2;1;;;15;5.263158;15.26316;15.26316;;;;0;0;0;0;0;;;18;1;8;0;8;1;
4;3;2;-1;3;19;20;19;13;0;1;1;0;;4;2;75;26;13;1;2;0;1;0;1;1;1;;13;6.5;10.94737;18.525;0.6578947;;7.5;;1;1;0;0;;0;6;2;8;0;8;1;
50;3;1;-1;1;11;38;19;11;0;1;1;0;;4;2;75;25;13;5;1;0;0;1;5;0;0;;12;3.184211;8.684211;14.25;;;;;0;0;0;0;;;8;2;8;0;8;1;
36;3;2;27;1;42;42;20;15;0;0;15;1;;4;2;75;26;13;5;3;1;0;0;4;0;;;15;10;14.7619;14.7619;0.7619048;10;;1;0;1;0;1;0;;22;1;8;0;8;1;
18;3;2;7;2;19;41;19;13;0;1;12;1;;4;2;75;26;13;6;2;0;1;0;2;1;;;12;6.5;10.94737;13.90244;0.6578947;;18.5;;1;1;0;0;;0;6;1;8;0;8;1;
10;3;2;-1;2;11;27;15;11;0;1;1;0;;4;2;75;26;13;4;1;0;0;1;1;1;1;;12.059;4.033333;9.533334;11.66667;;;;;0;0;0;0;;;4;2;8;0;8;1;
21;3;1;0;3;12;27;16;12;0;1;0;0;;4;2;75;25;13;6;1;0;0;1;3;1;;;11;4.5;10.5;12.74074;;;;;0;0;0;0;;;4;1;8;0;8;1;
37;3;1;-5;1;22;22;18;13;0;0;5;0;;4;2;75;25;13;1;3;1;0;0;4;0;;;20;9;16.36364;16.36364;0.5909091;24;;1;0;1;0;1;0;;4;2;8;0;8;1;
14;3;2;-8;2;19;21;20;19;0;1;8;0;;4;2;75;26;13;1;1;0;0;1;2;1;;;27;9.025;18.525;19.52381;;;;;0;0;0;0;;;1;2;8;0;8;1;
47;3;2;0;2;12;47;16;12;0;0;0;0;;4;2;75;26;13;5;1;0;0;1;5;0;0;;2;0;10.7234;10.7234;;;;0;0;0;0;0;;;31;1;8;0;8;1;
32;3;1;0;1;18;29;18;12;0;0;0;0;;4;2;75;25;13;6;2;0;1;0;4;0;;;18;5.586207;14.58621;14.58621;;;;0;0;0;0;0;;;11;1;8;0;8;1;
26;3;1;-2;1;17;20;19;17;0;1;2;0;;4;2;75;25;13;1;1;0;0;1;3;0;;;19;7.605263;16.10526;18.525;;;;;0;0;0;0;;;2;2;8;0;8;1;
1;4;1;0;3;20;22;20;13;0;0;0;0;;4;2;76;25;13;5;2;0;1;0;1;1;1;100;30;9.090909;19.09091;19.09091;;;;0;0;0;0;0;;;2;2;3;1;;1;
36;4;1;0;3;11;47;17;11;0;0;0;0;;4;2;76;25;13;3;1;0;0;1;4;0;;235;18;0;11.57447;11.57447;;;;0;0;0;0;0;;;30;2;3;1;;1;
45;4;2;0;2;13;31;17;13;0;1;0;0;;4;2;76;26;13;1;1;0;0;1;5;0;0;268;13;4.970588;11.47059;13.16129;;;;;0;0;0;0;;;4;1;3;1;;1;
28;4;2;0;3;30;30;15;12;1;1;;0;;4;2;76;26;13;3;3;1;0;0;3;0;;225;;;10.8;11.25;;;;;0;0;;0;;;3;2;3;1;;1;
9;4;2;2.5;1;19;25;19;17;0;1;16.5;1;;4;2;76;26;13;1;2;0;1;0;1;1;1;149.5;32.5;8.5;16.10526;16.72;0.5526316;;25;;1;1;0;0;;0;2;2;3;1;;1;
47;4;1;0;2;16;32;16;12;0;0;0;0;;4;2;76;25;13;4;2;0;1;0;5;0;0;268;16;4;12;12;;;;0;0;0;0;0;;;16;1;3;1;;1;
39;4;2;0;2;18;19;18;14;0;0;0;0;;4;2;76;26;13;3;2;0;1;0;4;0;;235;23;8.526316;17.52632;17.52632;;;;0;0;0;0;0;;;1;2;3;1;;1;
32;4;2;0;3;12;22;19;12;0;0;0;0;;4;2;76;26;13;2;1;0;0;1;4;0;;225;37.5;0;17.70455;17.70455;;;;0;0;0;0;0;;;3;2;3;1;;1;
27;4;1;24;2;41;41;17;12;0;0;17;1;;4;2;76;25;13;3;3;1;0;0;3;0;;225;17.001;8.5;12.02439;12.02439;0.7926829;8.501;;1;0;1;1;1;1;;24;2;3;1;;1;
23;4;1;0;3;20;41;20;15;0;0;0;0;;4;2;76;25;13;4;2;0;1;0;3;1;;193;16;4.878049;14.87805;14.87805;;;;0;0;0;0;0;;;21;2;3;1;;1;
30;4;1;0;3;21;21;19;18;1;1;;0;;4;2;76;25;13;5;3;1;0;0;3;0;;225;;;17.52632;18.09524;;;;;0;0;;0;;;1;2;3;1;;1;
38;4;2;0;2;12;36;19;12;0;1;0;0;;4;2;76;26;13;1;1;0;0;1;4;0;;235;0.01;3.789474;9.789474;14.51389;;;;;0;0;0;0;;;7;1;3;1;;1;
5;4;1;15;3;30;30;20;12;0;0;15;1;;4;2;76;25;13;3;3;1;0;0;1;1;1;131;15.001;10;16.66667;16.66667;0.6666667;10.001;;1;0;1;0;1;0;;10;2;3;1;;1;
2;4;2;0;2;31;31;20;13;1;1;;0;;4;2;76;26;13;6;3;1;0;0;1;1;1;100;;;10.725;16.45161;;;;;0;0;;0;;;7;1;3;1;;1;
22;4;1;-10.5;2;18;51;18;11;0;1;10.5;0;;4;2;76;25;13;3;2;0;1;0;3;1;;193;21.4;5.5;8.861111;12.17647;0.6944444;;16;;1;1;0;0;;0;7;2;3;1;;1;
25;4;1;5;2;18;50;18;13;0;1;13;1;;4;2;76;25;13;5;2;0;1;0;3;1;;198;25.5;6.5;11.19444;12.24;0.6388889;;19.5;;1;1;1;0;;1;5;2;3;1;;1;
40;4;1;18;2;20;24;20;18;0;1;2;1;;4;2;76;25;13;6;2;0;1;0;4;0;;253;2;9;17.1;18.33333;0.55;;11;;1;1;0;0;;0;2;1;3;1;;1;
16;4;2;0;2;19;30;19;15;0;0;0;0;;4;2;76;26;13;3;2;0;1;0;2;1;;165.5;15;6.016667;15.51667;15.51667;;;;0;0;0;0;0;;;11;1;3;1;;1;
41;4;1;0;3;30;30;20;13;1;1;;0;;4;2;76;25;13;6;3;1;0;0;5;0;0;253;;;10.725;16.66667;;;;;0;0;;0;;;7;2;3;1;;1;
21;4;2;7;1;18;42;18;11;0;1;11;1;;4;2;76;26;13;3;2;0;1;0;3;1;;203.5;11;5.5;8.861111;12.85714;0.6944444;;16.5;;1;1;1;0;;1;7;1;3;1;;1;
15;4;1;4;2;16;28;16;12;0;1;12;1;;4;2;76;25;13;3;2;0;1;0;2;1;;165.5;17;6;10.5;12.57143;0.625;;18;;1;1;1;0;;1;4;2;3;1;;1;
48;4;2;0;2;17;30;17;14;0;0;0;0;;4;2;76;26;13;5;2;0;1;0;5;0;0;268;5;4.816667;13.31667;13.31667;;;;0;0;0;0;0;;;13;1;3;1;;1;
24;4;1;0;1;11;55;16;11;0;1;0;0;;4;2;76;25;13;2;1;0;0;1;3;1;;193;2;3.78125;9.28125;10.32727;;;;;0;0;0;0;;;5;1;3;1;;1;
19;4;1;17;1;31;31;14;11;0;0;14;1;;4;2;76;25;13;1;3;1;0;0;2;1;;182.5;14;7;10.16129;10.16129;0.7741935;7;;1;0;1;1;1;1;;17;1;3;1;;1;
35;4;2;4;3;18;26;18;14;0;1;14;1;;4;2;76;26;13;4;2;0;1;0;4;0;;235;14.001;7;12.44444;15.23077;0.6111111;;21;;1;1;1;0;;1;4;2;3;1;;1;
8;4;1;-9;2;19;26;19;16;0;1;9;0;;4;2;76;25;13;3;2;0;1;0;1;1;1;147;26;8;14.73684;16.44231;0.5789474;;17;;1;1;0;0;;0;3;2;3;1;;1;
11;4;2;8.5;2;20;27;20;11;0;1;11.5;1;;4;2;76;26;13;6;2;0;1;0;2;1;;160.5;16.5;5.5;8.525;17.40741;0.725;;17;;1;1;1;0;;1;9;2;3;1;;1;
20;4;1;14;2;30;30;16;11;0;0;16;1;;4;2;76;25;13;4;3;1;0;0;2;1;;196.5;16.001;8;12.26667;12.26667;0.7333333;8.001;;1;0;1;1;1;1;;14;2;3;1;;1;
3;4;1;8;2;19;45;19;11;0;1;11;1;;4;2;76;25;13;5;2;0;1;0;1;1;1;108;11;5.5;8.684211;13.51111;0.7105263;;16.5;;1;1;1;0;;1;8;1;3;1;;1;
7;4;2;0;1;11;23;15;11;0;0;0;0;;4;2;76;26;13;4;1;0;0;1;1;1;1;156;18;0;12.3913;12.3913;;;;0;0;0;0;0;;;8;1;3;1;;1;
6;4;1;25;3;44;44;19;14;0;0;19;1;;4;2;76;25;13;5;3;1;0;0;1;1;1;156;19.001;9.5;13.60227;13.60227;0.7840909;9.501;;1;0;1;1;1;1;;25;2;3;1;;1;
26;4;2;3;3;15;21;15;12;0;1;12;1;;4;2;76;26;13;4;2;0;1;0;3;0;;201;23;6;10.8;12.85714;0.6;;18;;1;1;1;0;;1;3;2;3;1;;1;
18;4;1;0;2;28;28;16;13;1;1;;0;;4;2;76;25;13;3;3;1;0;0;2;1;;165.5;;;11.78125;12.57143;;;;;0;0;;0;;;3;1;3;1;;1;
12;4;1;0;3;12;25;16;12;0;0;0;0;;4;2;76;25;13;3;1;0;0;1;2;1;;160.5;11.901;0;13.12;13.12;;;;0;0;0;0;0;;;9;2;3;1;;1;
17;4;2;0;2;12;27;20;12;0;1;0;0;;4;2;76;26;13;4;1;0;0;1;2;1;;165.5;12;3.6;9.6;17.40741;;;;;0;0;0;0;;;8;1;3;1;;1;
34;4;1;0;3;12;26;19;12;0;0;0;0;;4;2;76;25;13;2;1;0;0;1;4;0;;231;20.001;0;16.44231;16.44231;;;;0;0;0;0;0;;;7;2;3;1;;1;
10;4;1;2.5;2;17;19;17;14;0;1;14.5;1;;4;2;76;25;13;2;2;0;1;0;1;1;1;152;14.501;7;12.76471;16.10526;0.5882353;;21.5;;1;1;1;0;;1;3;2;3;1;;1;
44;4;1;0;2;11;33;16;11;0;0;0;0;;4;2;76;25;13;6;1;0;0;1;5;0;0;268;16;0;11.87879;11.87879;;;;0;0;0;0;0;;;17;1;3;1;;1;
49;4;2;4;1;23;23;19;13;0;0;19;1;;4;2;76;26;13;6;3;1;0;0;5;0;0;272;19;9.5;17.34783;17.34783;0.5869565;9.5;;1;0;1;1;1;1;;4;1;3;1;;1;
37;4;1;0;2;13;22;18;13;0;0;0;0;;4;2;76;25;13;5;1;0;0;1;4;0;;235;20;0;16.36364;16.36364;;;;0;0;0;0;0;;;4;2;3;1;;1;
42;4;1;15;3;33;33;17;11;0;0;18;1;;4;2;76;25;13;3;3;1;0;0;5;0;0;268;19.001;8.5;12.87879;12.87879;0.7424242;9.501;;1;0;1;1;0;1;;16;3;3;1;;1;
29;4;1;0;3;20;21;20;15;0;0;0;0;;4;2;76;25;13;2;2;0;1;0;3;0;;225;20;9.523809;19.52381;19.52381;;;;0;0;0;0;0;;;1;1;3;1;;1;
43;4;1;0;2;11;37;16;11;0;1;0;0;;4;2;76;25;13;4;1;0;0;1;5;0;0;268;0.001;3.78125;9.28125;11.45946;;;;;0;0;0;0;;;5;1;3;1;;1;
4;4;1;8;1;18;50;18;12;0;1;10;1;;4;2;76;25;13;4;2;0;1;0;1;1;1;116;10;6;10;12.24;0.6666667;;16;;1;1;0;0;;0;6;1;3;1;;1;
14;4;2;1;3;20;21;20;19;0;1;19;1;;4;2;76;26;13;6;2;0;1;0;2;1;;161.5;27;9.5;18.525;19.52381;0.525;;28.5;;1;1;1;0;;1;1;2;3;1;;1;
50;4;1;8;2;19;38;19;11;0;1;11;1;;4;2;76;25;13;1;2;0;1;0;5;0;0;280;12;5.5;8.684211;14.25;0.7105263;;16.5;;1;1;1;0;;1;8;2;3;1;;1;
31;4;1;0;3;15;31;18;15;0;1;0;0;;4;2;76;25;13;4;1;0;0;1;4;0;;225;2;6.25;13.75;14.22581;;;;;0;0;0;0;;;3;1;3;1;;1;
13;4;1;0;3;12;17;16;12;0;0;0;0;;4;2;76;25;13;2;1;0;0;1;2;1;;160.5;12.001;0;15.52941;15.52941;;;;0;0;0;0;0;;;1;2;3;1;;1;
46;4;1;0;3;36;36;20;15;1;1;;0;;4;2;76;25;13;6;3;1;0;0;5;0;0;268;;;13.125;15.55556;;;;;0;0;;0;;;5;2;3;1;;1;
33;4;2;6;3;19;45;19;13;0;1;13;1;;4;2;76;26;13;1;2;0;1;0;4;0;;231;25.9;6.5;10.94737;13.51111;0.6578947;;19.5;;1;1;1;0;;1;6;2;3;1;;1;
28;5;1;0;2;31;31;20;12;1;1;;0;;4;2;77;25;13;1;3;1;0;0;3;0;;103.716;;;9.6;16.45161;;;;;0;0;;0;;;8;2;6;1;;1;
31;5;2;5;2;20;46;20;15;0;1;15;1;;4;2;77;26;13;3;2;0;1;0;4;0;;108.716;15.1;7.5;13.125;14.34783;0.625;;22.5;;1;1;1;0;;1;5;2;6;1;;1;
11;5;1;3.999;3;17;23;17;13;0;1;13.001;1;;4;2;77;25;13;1;2;0;1;0;2;1;;78.916;24.001;6.5;11.47059;14.78261;0.6176471;;19.501;;1;1;1;0;;1;4;2;6;1;;1;
25;5;1;-12.5;3;13;50;18;13;0;1;12.5;0;;4;2;77;25;13;6;1;0;0;1;3;1;;101.716;25.5;4.694445;11.19444;12.24;;;;;0;0;0;0;;;5;2;6;1;;1;
21;5;2;0;2;11;42;18;11;0;1;0;0;;4;2;77;26;13;2;1;0;0;1;3;1;;113.916;11;3.361111;8.861111;12.85714;;;;;0;0;0;0;;;7;1;6;1;;1;
17;5;2;8;3;20;27;20;12;0;1;12;1;;4;2;77;26;13;6;2;0;1;0;2;1;;113.916;12;6;9.6;17.40741;0.7;;18;;1;1;1;0;;1;8;1;6;1;;1;
43;5;2;0;3;33;33;16;11;1;1;;0;;4;2;77;26;13;6;3;1;0;0;5;0;0;140.716;;;9.28125;11.87879;;;;;0;0;;0;;;5;2;6;1;;1;
27;5;2;0;3;12;27;19;12;0;0;0;0;;4;2;77;26;13;4;1;0;0;1;3;0;;103.716;24;0;16.18518;16.18518;;;;0;0;0;0;0;;;8;2;6;1;;1;
38;5;1;0;3;13;36;18;13;0;1;0;0;;4;2;77;25;13;3;1;0;0;1;4;0;;125.716;13;4.694445;11.19444;13.5;;;;;0;0;0;0;;;5;1;6;1;;1;
13;5;2;27;2;46;46;19;15;0;0;19;1;;4;2;77;26;13;1;3;1;0;0;2;1;;105.916;19;9.5;13.42391;13.42391;0.7934783;9.5;;1;0;1;1;1;1;;27;1;6;1;;1;
6;5;2;0;2;12;38;19;12;0;0;0;0;;4;2;77;26;13;2;1;0;0;1;1;1;1;82.976;20;0;14.25;14.25;;;;0;0;0;0;0;;;19;1;6;1;;1;
45;5;1;0;3;18;24;18;15;0;1;0;0;;4;2;77;25;13;6;2;0;1;0;5;0;0;157.716;1;7.5;13.75;15.75;0.5833333;;7.5;;1;1;0;0;;0;3;1;6;1;;1;
37;5;1;3;3;18;22;18;13;0;0;15;1;;4;2;77;25;13;6;2;0;1;0;4;0;;125.716;20;7.363636;16.36364;16.36364;;;;0;0;0;0;0;;;4;2;6;1;;1;
