period;Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;13;6;-16.025;1;30;30;16;15;0;0;16.025;0;;8;3;181;62;31;2;3;1;0;0;2;1;;60.838;33.025;8;12.26667;12.26667;0.7333333;25;;1;0;1;1;0;1;;14;2;10;0;10;0;
14;13;5;13.998;1;30;30;16;15;0;0;16.002;1;;8;3;181;61;31;6;3;1;0;0;2;1;;100.898;26.002;8;12.26667;12.26667;0.7333333;18;;1;0;1;1;0;1;;14;3;10;0;10;0;
21;13;5;5.999;1;16;30;16;15;0;1;10.001;1;;8;3;181;61;31;3;2;0;1;0;3;1;;66.837;15.001;7.5;14.53125;12.26667;0.53125;;17.501;;1;1;0;0;;0;1;2;10;0;10;0;
31;13;6;4;1;16;30;16;15;0;1;12;1;;8;3;181;62;31;2;2;0;1;0;4;0;;44.81199;13.111;7.5;14.53125;12.26667;0.53125;;19.5;;1;1;0;0;;0;1;2;10;0;10;0;
25;13;6;11.99;1;30;30;16;15;0;0;18.01;1;;8;3;181;62;31;6;3;1;0;0;3;1;;52.81699;35.01;8;12.26667;12.26667;0.7333333;25;;1;0;1;1;0;1;;14;2;10;0;10;0;
41;13;5;25;1;30;30;16;15;0;0;5;1;;8;3;181;61;31;3;3;1;0;0;5;0;0;101.762;5;8;12.26667;12.26667;0.7333333;8;;1;0;1;0;1;0;;14;1;10;0;10;0;
4;13;6;-8;1;15;30;16;15;0;1;8;0;;8;3;181;62;31;3;1;0;0;1;1;1;1;101;20.01;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
44;13;5;0;1;30;30;16;15;1;1;;0;;8;3;181;61;31;2;3;1;0;0;5;0;0;101.762;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;10;0;10;0;
34;13;6;0;1;15;30;16;15;0;0;0;0;;8;3;181;62;31;1;1;0;0;1;4;0;;57.76199;16.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
42;13;5;0;1;16;30;16;15;0;0;0;0;;8;3;181;61;31;4;2;0;1;0;5;0;0;101.762;5;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
27;13;6;0;1;15;30;16;15;0;0;0;0;;8;3;181;62;31;6;1;0;0;1;3;0;;52.81699;10.1;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
47;13;6;-13;1;15;30;16;15;0;1;13;0;;8;3;181;62;31;2;1;0;0;1;5;0;0;67.75999;27.025;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
39;13;5;0;1;16;30;16;15;0;0;0;0;;8;3;181;61;31;4;2;0;1;0;4;0;;76.76199;5;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
2;13;5;5;1;16;30;16;15;0;1;11;1;;8;3;181;61;31;3;2;0;1;0;1;1;1;95;11;7.5;14.53125;12.26667;0.53125;;18.5;;1;1;0;0;;0;1;1;10;0;10;0;
43;13;6;0;1;30;30;16;15;1;1;;0;;8;3;181;62;31;4;3;1;0;0;5;0;0;101.762;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;10;0;10;0;
40;13;5;0;1;15;30;16;15;0;0;0;0;;8;3;181;61;31;6;1;0;0;1;4;0;;76.76199;23.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;10;0;10;0;
35;13;6;3;1;15;30;16;15;0;1;12;1;;8;3;181;62;31;5;1;0;0;1;4;0;;60.76199;15.1;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
32;13;5;12.95;1;30;30;16;15;0;0;17.05;1;;8;3;181;61;31;2;3;1;0;0;4;0;;57.76199;22.06;8;12.26667;12.26667;0.7333333;13.01;;1;0;1;1;0;1;;14;2;10;0;10;0;
28;13;6;-12.005;1;16;30;16;15;0;1;12.005;0;;8;3;181;62;31;5;2;0;1;0;3;0;;40.81199;27.03;7.5;14.53125;12.26667;0.53125;;19.505;;1;1;0;0;;0;1;2;10;0;10;0;
22;13;6;-16.01;1;30;30;16;15;0;0;16.01;0;;8;3;181;62;31;1;3;1;0;0;3;1;;50.827;47.01;8;12.26667;12.26667;0.7333333;39;;1;0;1;1;0;1;;14;3;10;0;10;0;
16;13;5;0;1;16;30;16;15;0;0;0;0;;8;3;181;61;31;5;2;0;1;0;2;1;;88.888;10.1;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
12;13;6;-11;1;15;30;16;15;0;1;11;0;;8;3;181;62;31;5;1;0;0;1;2;1;;86.9;22.002;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
6;13;6;-12.1;1;15;30;16;15;0;1;12.1;0;;8;3;181;62;31;4;1;0;0;1;1;1;1;102.9;27.1;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
20;13;6;0;1;30;30;16;15;1;1;;0;;8;3;181;62;31;6;3;1;0;0;2;1;;60.838;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;10;0;10;0;
12;14;5;6;1;16;30;16;15;0;1;10;1;;8;3;182;61;31;4;2;0;1;0;2;1;;110.999;15;7.5;14.53125;12.26667;0.53125;;17.5;;1;1;0;0;;0;1;2;10;0;10;0;
11;14;5;0;1;30;30;16;15;1;1;;0;;8;3;182;61;31;6;3;1;0;0;2;1;;104.999;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;10;0;10;0;
31;14;6;0;2;30;30;16;15;1;1;;0;;8;3;182;62;31;6;3;1;0;0;4;0;;106.996;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;10;0;10;0;
2;14;6;-10;1;15;30;16;15;0;1;10;0;;8;3;182;62;31;1;1;0;0;1;1;1;1;89;22.001;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
50;14;6;0;2;30;30;16;15;1;1;;0;;8;3;182;62;31;3;3;1;0;0;5;0;0;134.992;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;10;0;10;0;
9;14;6;1;2;16;30;16;15;0;1;15;1;;8;3;182;62;31;4;2;0;1;0;1;1;1;91;15;7.5;14.53125;12.26667;0.53125;;22.5;;1;1;1;0;;1;1;1;10;0;10;0;
48;14;5;0;1;15;30;16;15;0;0;0;0;;8;3;182;61;31;5;1;0;0;1;5;0;0;134.992;16.002;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
25;14;5;0;1;15;30;16;15;0;0;0;0;;8;3;182;61;31;1;1;0;0;1;3;1;;108.997;10.002;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
42;14;6;13.999;1;30;30;16;15;0;0;16.001;1;;8;3;182;62;31;5;3;1;0;0;5;0;0;167.992;33.051;8;12.26667;12.26667;0.7333333;25.05;;1;0;1;1;0;1;;14;3;10;0;10;0;
10;14;5;13.999;2;30;30;16;15;0;0;16.001;1;;8;3;182;61;31;3;3;1;0;0;1;1;1;104.999;31.101;8;12.26667;12.26667;0.7333333;23.1;;1;0;1;1;0;1;;14;2;10;0;10;0;
39;14;6;0;1;16;30;16;15;0;0;0;0;;8;3;182;62;31;5;2;0;1;0;4;0;;125.995;16.2;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
24;14;5;-13;1;15;30;16;15;0;1;13;0;;8;3;182;61;31;6;1;0;0;1;3;1;;108.997;27.2;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
30;14;5;-16;1;30;30;16;15;0;0;16;0;;8;3;182;61;31;2;3;1;0;0;3;0;;106.996;35;8;12.26667;12.26667;0.7333333;27;;1;0;1;1;1;1;;14;2;10;0;10;0;
45;14;5;-14;1;16;30;16;15;0;1;14;0;;8;3;182;61;31;1;2;0;1;0;5;0;0;146.992;28.1;7.5;14.53125;12.26667;0.53125;;21.5;;1;1;0;0;;0;1;2;10;0;10;0;
33;14;6;0;2;16;30;16;15;0;0;0;0;;8;3;182;62;31;5;2;0;1;0;4;0;;106.996;5;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
44;14;5;-11;2;16;30;16;15;0;1;11;0;;8;3;182;61;31;6;2;0;1;0;5;0;0;160.992;23;7.5;14.53125;12.26667;0.53125;;18.5;;1;1;0;0;;0;1;2;10;0;10;0;
6;14;6;1;2;16;30;16;15;0;1;15;1;;8;3;182;62;31;2;2;0;1;0;1;1;1;90;27.1;7.5;14.53125;12.26667;0.53125;;22.5;;1;1;1;0;;1;1;2;10;0;10;0;
4;14;6;0;2;30;30;16;15;1;1;;0;;8;3;182;62;31;5;3;1;0;0;1;1;1;89;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;10;0;10;0;
1;14;6;-1;1;15;30;16;15;0;1;1;0;;8;3;182;62;31;4;1;0;0;1;1;1;1;99;9;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
14;14;6;13.999;1;30;30;16;15;0;0;16.001;1;;8;3;182;62;31;3;3;1;0;0;2;1;;114.998;16.201;8;12.26667;12.26667;0.7333333;8.2;;1;0;1;1;0;1;;14;2;10;0;10;0;
49;14;6;0;2;15;30;16;15;0;0;0;0;;8;3;182;62;31;6;1;0;0;1;5;0;0;134.992;5;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
8;14;5;0;1;30;30;16;15;1;1;;0;;8;3;182;61;31;1;3;1;0;0;1;1;1;90;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;10;0;10;0;
20;14;5;3;1;16;30;16;15;0;1;13;1;;8;3;182;61;31;4;2;0;1;0;2;1;;117.998;18;7.5;14.53125;12.26667;0.53125;;20.5;;1;1;0;0;;0;1;2;10;0;10;0;
47;14;5;0;1;30;30;16;15;1;1;;0;;8;3;182;61;31;4;3;1;0;0;5;0;0;134.992;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;10;0;10;0;
3;14;6;0;2;16;30;16;15;0;0;0;0;;8;3;182;62;31;2;2;0;1;0;1;1;1;89;26;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;10;0;10;0;
21;14;6;3;1;16;30;16;15;0;1;13;1;;8;3;182;62;31;4;2;0;1;0;3;1;;120.998;16;7.5;14.53125;12.26667;0.53125;;20.5;;1;1;0;0;;0;1;2;10;0;10;0;
46;14;6;-12;1;15;30;16;15;0;1;12;0;;8;3;182;62;31;6;1;0;0;1;5;0;0;134.992;26.101;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
26;14;5;0;2;16;30;16;15;0;0;0;0;;8;3;182;61;31;4;2;0;1;0;3;0;;108.997;16.5;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
41;14;6;13.999;1;30;30;16;15;0;0;16.001;1;;8;3;182;62;31;4;3;1;0;0;5;0;0;153.993;23.001;8;12.26667;12.26667;0.7333333;15;;1;0;1;1;0;1;;14;2;10;0;10;0;
38;14;6;0;1;16;30;16;15;0;0;0;0;;8;3;182;62;31;2;2;0;1;0;4;0;;125.995;16.32;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
17;14;6;0;2;30;30;16;15;1;1;;0;;8;3;182;62;31;1;3;1;0;0;2;1;;114.998;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;10;0;10;0;
7;14;6;0;1;15;30;16;15;0;0;0;0;;8;3;182;62;31;3;1;0;0;1;1;1;1;90;16.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
40;14;5;13.999;2;30;30;16;15;0;0;16.001;1;;8;3;182;61;31;4;3;1;0;0;4;0;;139.994;23.001;8;12.26667;12.26667;0.7333333;15;;1;0;1;1;0;1;;14;2;10;0;10;0;
13;14;5;-10;1;16;30;16;15;0;1;10;0;;8;3;182;61;31;4;2;0;1;0;2;1;;100.999;24.1;7.5;14.53125;12.26667;0.53125;;17.5;;1;1;0;0;;0;1;2;10;0;10;0;
43;14;5;4;1;15;30;16;15;0;1;11;1;;8;3;182;61;31;3;1;0;0;1;5;0;0;171.992;12;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
36;14;6;0;2;15;30;16;15;0;0;0;0;;8;3;182;62;31;1;1;0;0;1;4;0;;124.995;5;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
35;14;5;4;1;15;30;16;15;0;1;11;1;;8;3;182;61;31;3;1;0;0;1;4;0;;124.995;16;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;10;0;10;0;
28;14;6;0;2;30;30;16;15;1;1;;0;;8;3;182;62;31;4;3;1;0;0;3;0;;122.996;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;10;0;10;0;
34;14;5;13.999;1;30;30;16;15;0;0;16.001;1;;8;3;182;61;31;5;3;1;0;0;4;0;;120.995;16.001;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;0;1;;14;1;10;0;10;0;
37;14;6;1;2;16;30;16;15;0;1;15;1;;8;3;182;62;31;2;2;0;1;0;4;0;;125.995;24;7.5;14.53125;12.26667;0.53125;;22.5;;1;1;1;0;;1;1;2;10;0;10;0;
22;14;5;13.999;1;30;30;16;15;0;0;16.001;1;;8;3;182;61;31;3;3;1;0;0;3;1;;134.997;17.001;8;12.26667;12.26667;0.7333333;9;;1;0;1;1;0;1;;14;2;10;0;10;0;
27;14;5;13.999;1;30;30;16;15;0;0;16.001;1;;8;3;182;61;31;3;3;1;0;0;3;0;;122.996;23.001;8;12.26667;12.26667;0.7333333;15;;1;0;1;1;0;1;;14;2;10;0;10;0;
5;14;6;0;1;16;30;16;15;0;0;0;0;;8;3;182;62;31;1;2;0;1;0;1;1;1;89;36.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;10;0;10;0;
29;14;5;0;2;15;30;16;15;0;1;0;0;;8;3;182;61;31;6;1;0;0;1;3;0;;122.996;1;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;10;0;10;0;
15;14;5;0;1;15;30;16;15;0;0;0;0;;8;3;182;61;31;3;1;0;0;1;2;1;;114.998;13.002;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
19;14;5;0;2;16;30;16;15;0;0;0;0;;8;3;182;61;31;5;2;0;1;0;2;1;;114.998;9.99;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
18;14;5;0;1;15;30;16;15;0;0;0;0;;8;3;182;61;31;6;1;0;0;1;2;1;;114.998;16.2;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
32;14;6;0;1;16;30;16;15;0;0;0;0;;8;3;182;62;31;1;2;0;1;0;4;0;;106.996;16.4;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
16;14;6;0;1;16;30;16;15;0;0;0;0;;8;3;182;62;31;1;2;0;1;0;2;1;;114.998;15.999;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;10;0;10;0;
23;14;6;-13;1;16;30;16;15;0;1;13;0;;8;3;182;62;31;6;2;0;1;0;3;1;;121.997;27.05;7.5;14.53125;12.26667;0.53125;;20.5;;1;1;0;0;;0;1;2;10;0;10;0;
48;15;5;0;2;16;30;16;15;0;0;0;0;;8;3;183;61;31;3;2;0;1;0;5;0;0;141.851;16.002;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;
8;15;6;0;2;30;30;16;15;1;1;;0;;8;3;183;62;31;6;3;1;0;0;1;1;1;93.989;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;
24;15;6;2.9;2;16;30;16;15;0;1;13.1;1;;8;3;183;62;31;5;2;0;1;0;3;1;;115.487;23.1;7.5;14.53125;12.26667;0.53125;;20.6;;1;1;0;0;;0;1;2;8;0;8;1;
27;15;6;19.9;2;30;30;16;15;0;0;10.1;1;;8;3;183;62;31;5;3;1;0;0;3;0;;135.387;10.1;8;12.26667;12.26667;0.7333333;8;;1;0;1;0;1;0;;14;1;8;0;8;1;
26;15;6;0;1;15;30;16;15;0;0;0;0;;8;3;183;62;31;3;1;0;0;1;3;0;;115.487;5;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;
33;15;5;0;1;16;30;16;15;0;0;0;0;;8;3;183;61;31;3;2;0;1;0;4;0;;153.365;12.01;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;
46;15;6;1.899;2;16;30;16;15;0;1;14.101;1;;8;3;183;62;31;2;2;0;1;0;5;0;0;140.951;26.101;7.5;14.53125;12.26667;0.53125;;21.601;;1;1;0;0;;0;1;2;8;0;8;1;
12;15;6;0;2;30;30;16;15;1;1;;0;;8;3;183;62;31;1;3;1;0;0;2;1;;95.888;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;
49;15;5;11.999;1;30;30;16;15;0;0;18.001;1;;8;3;183;61;31;1;3;1;0;0;5;0;0;153.85;18.001;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;0;1;;14;1;8;0;8;1;
28;15;5;2.1;1;15;30;16;15;0;1;12.9;1;;8;3;183;61;31;6;1;0;0;1;3;0;;137.487;15.9;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
4;15;6;3.99;3;16;30;16;15;0;1;12.01;1;;8;3;183;62;31;2;2;0;1;0;1;1;1;93.989;20.01;7.5;14.53125;12.26667;0.53125;;19.51;;1;1;0;0;;0;1;2;8;0;8;1;
39;15;6;0;2;15;30;16;15;0;0;0;0;;8;3;183;62;31;3;1;0;0;1;4;0;;139.262;16.2;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;
22;15;5;-1;2;16;30;16;15;0;0;1;0;;8;3;183;61;31;4;2;0;1;0;3;1;;115.587;17.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;
40;15;6;12.9;1;30;30;16;15;0;0;17.1;1;;8;3;183;62;31;2;3;1;0;0;4;0;;152.162;17.1;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;0;1;;14;1;8;0;8;1;
31;15;5;1.9;1;15;30;16;15;0;1;13.1;1;;8;3;183;61;31;4;1;0;0;1;4;0;;158.375;16.11;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
43;15;5;0;2;30;30;16;15;1;1;;0;;8;3;183;61;31;2;3;1;0;0;5;0;0;152.162;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;
41;15;6;0;2;15;30;16;15;0;0;0;0;;8;3;183;62;31;1;1;0;0;1;5;0;0;152.162;23.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;
34;15;6;13.999;2;30;30;16;15;0;0;16.001;1;;8;3;183;62;31;2;3;1;0;0;4;0;;167.364;16.001;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;0;1;;14;1;8;0;8;1;
5;15;5;0;2;15;30;16;15;0;0;0;0;;8;3;183;61;31;2;1;0;0;1;1;1;1;93.989;17.05;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;
21;15;6;-3;2;15;30;16;15;0;1;3;0;;8;3;183;62;31;6;1;0;0;1;3;1;;116.587;16;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
10;15;6;13.9;1;30;30;16;15;0;0;16.1;1;;8;3;183;62;31;5;3;1;0;0;1;1;1;95.888;16.1;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;0;1;;14;1;8;0;8;1;
13;15;5;0.9;2;15;30;16;15;0;1;14.1;1;;8;3;183;61;31;3;1;0;0;1;2;1;;96.788;24.1;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
23;15;5;-3;2;16;30;16;15;0;1;3;0;;8;3;183;61;31;2;2;0;1;0;3;1;;112.587;13.001;7.5;14.53125;12.26667;0.53125;;10.5;;1;1;0;0;;0;1;2;8;0;8;1;
36;15;5;-14.001;1;30;30;16;15;0;0;14.001;0;;8;3;183;61;31;4;3;1;0;0;4;0;;153.363;29.001;8;12.26667;12.26667;0.7333333;23;;1;0;1;0;1;0;;14;2;8;0;8;1;
14;15;6;-0.2;2;15;30;16;15;0;0;0.2;0;;8;3;183;62;31;4;1;0;0;1;2;1;;96.58801;16.201;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;
35;15;5;0;2;30;30;16;15;1;1;;0;;8;3;183;61;31;4;3;1;0;0;4;0;;167.364;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;
20;15;5;-5;2;15;30;16;15;0;1;5;0;;8;3;183;61;31;5;1;0;0;1;2;1;;119.587;18;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
50;15;5;0.5;1;15;30;16;15;0;1;14.5;1;;8;3;183;61;31;1;1;0;0;1;5;0;0;154.35;28.8;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
29;15;6;4.99;1;16;30;16;15;0;1;11.01;1;;8;3;183;62;31;5;2;0;1;0;3;0;;142.477;14.11;7.5;14.53125;12.26667;0.53125;;18.51;;1;1;0;0;;0;1;2;8;0;8;1;
17;15;5;0;1;15;30;16;15;0;1;0;0;;8;3;183;61;31;5;1;0;0;1;2;1;;124.587;0.001;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;8;0;8;1;
7;15;6;0;2;16;30;16;15;0;0;0;0;;8;3;183;62;31;6;2;0;1;0;1;1;1;93.989;16.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;
2;15;6;3.999;2;16;30;16;15;0;1;12.001;1;;8;3;183;62;31;6;2;0;1;0;1;1;1;105.998;22.001;7.5;14.53125;12.26667;0.53125;;19.501;;1;1;0;0;;0;1;2;8;0;8;1;
38;15;5;-16.001;2;30;30;16;15;0;0;16.001;0;;8;3;183;61;31;3;3;1;0;0;4;0;;139.262;33.001;8;12.26667;12.26667;0.7333333;25;;1;0;1;1;0;1;;14;2;8;0;8;1;
3;15;5;-15.999;1;16;30;16;15;0;0;15.999;0;;8;3;183;61;31;1;2;0;1;0;1;1;1;89.999;42.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;3;8;0;8;1;
1;15;5;1.999;2;15;30;16;15;0;1;13.001;1;;8;3;183;61;31;5;1;0;0;1;1;1;1;101.999;23.001;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
18;15;5;0;2;16;30;16;15;0;0;0;0;;8;3;183;61;31;4;2;0;1;0;2;1;;124.587;16.2;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;
32;15;5;-5.01;2;15;30;16;15;0;0;5.01;0;;8;3;183;61;31;5;1;0;0;1;4;0;;153.365;22.06;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;
15;15;6;13.998;2;30;30;16;15;0;0;16.002;1;;8;3;183;62;31;6;3;1;0;0;2;1;;110.586;28.012;8;12.26667;12.26667;0.7333333;20.01;;1;0;1;1;0;1;;14;2;8;0;8;1;
42;15;5;0;2;15;30;16;15;0;0;0;0;;8;3;183;61;31;6;1;0;0;1;5;0;0;152.162;5;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;
25;15;6;0;2;15;30;16;15;0;0;0;0;;8;3;183;62;31;3;1;0;0;1;3;1;;115.487;35.01;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;
19;15;6;0;1;15;30;16;15;0;0;0;0;;8;3;183;62;31;1;1;0;0;1;2;1;;124.587;20.1;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;
44;15;6;-14.01;1;15;30;16;15;0;1;14.01;0;;8;3;183;62;31;3;1;0;0;1;5;0;0;138.152;28.062;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
47;15;5;0.9;2;15;30;16;15;0;1;14.1;1;;8;3;183;61;31;1;1;0;0;1;5;0;0;141.851;25.2;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
6;15;5;0;1;30;30;16;15;1;1;;0;;8;3;183;61;31;6;3;1;0;0;1;1;1;93.989;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;8;0;8;1;
11;15;6;0;2;30;30;16;15;1;1;;0;;8;3;183;62;31;5;3;1;0;0;2;1;;95.888;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;8;0;8;1;
37;15;5;1.9;1;16;30;16;15;0;1;14.1;1;;8;3;183;61;31;4;2;0;1;0;4;0;;155.263;25.1;7.5;14.53125;12.26667;0.53125;;21.6;;1;1;0;0;;0;1;2;8;0;8;1;
45;15;5;0.9;2;15;30;16;15;0;1;14.1;1;;8;3;183;61;31;4;1;0;0;1;5;0;0;139.052;28.1;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;
16;15;6;14.001;2;30;30;16;15;0;0;15.999;1;;8;3;183;62;31;4;3;1;0;0;2;1;;124.587;15.999;8;12.26667;12.26667;0.7333333;8;;1;0;1;0;1;0;;14;1;8;0;8;1;
9;15;5;-12.001;1;16;30;16;15;0;1;12.001;0;;8;3;183;61;31;1;2;0;1;0;1;1;1;81.988;27.003;7.5;14.53125;12.26667;0.53125;;19.501;;1;1;0;0;;0;1;2;8;0;8;1;
30;15;6;13.998;2;30;30;16;15;0;0;16.002;1;;8;3;183;62;31;1;3;1;0;0;3;0;;156.475;31.007;8;12.26667;12.26667;0.7333333;23.005;;1;0;1;1;0;1;;14;2;8;0;8;1;
2;16;5;0;2;30;30;16;15;1;1;;0;;8;3;184;61;31;2;3;1;0;0;1;1;1;108;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;6;0;6;1;
34;16;5;0;2;16;30;16;15;0;0;0;0;;8;3;184;61;31;4;2;0;1;0;4;0;;73.269;16.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;6;0;6;1;
50;16;5;-14.3;2;16;30;16;15;0;1;14.3;0;;8;3;184;61;31;6;2;0;1;0;5;0;0;80.272;28.8;7.5;14.53125;12.26667;0.53125;;21.8;;1;1;0;0;;0;1;2;6;0;6;1;
37;16;5;-11;2;15;30;16;15;0;1;11;0;;8;3;184;61;31;5;1;0;0;1;4;0;;62.269;25.1;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;6;0;6;1;
7;16;5;-10;2;15;30;16;15;0;0;10;0;;8;3;184;61;31;4;1;0;0;1;1;1;1;83;26.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;6;0;6;1;
16;16;6;0;3;15;30;16;15;0;0;0;0;;8;3;184;62;31;3;1;0;0;1;2;1;;56.749;15.999;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;6;0;6;1;
11;16;5;0.85;2;16;30;16;15;0;1;15.15;1;;8;3;184;61;31;3;2;0;1;0;2;1;;68.749;15.15;7.5;14.53125;12.26667;0.53125;;22.65;;1;1;1;0;;1;1;1;6;0;6;1;
49;16;5;0;2;16;30;16;15;0;0;0;0;;8;3;184;61;31;4;2;0;1;0;5;0;0;94.572;18.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;6;0;6;1;
14;16;5;-9;2;15;30;16;15;0;0;9;0;;8;3;184;61;31;5;1;0;0;1;2;1;;56.749;26.002;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;3;6;0;6;1;
