---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;storage;display;value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
variable;name;type;format;label;variable;label;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;14;6;Investor;4;4;4;;;25;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.5;0.3333333;8
3;17;6;Trustee;4;0;4;;;25;;;30;34;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0.5;0.3333333;16
3;2;6;Third Party;4;0;4;;;25;;;30;30;;Teilnehmer B hat in letzte Runde 50% von empfangen Betrag zurÅck gegeben. aber du solltest aufpassen um diese prozente richtig zu interpretieren;;;;;;;;;;;;;;;1;;52;NoCost;1226;;0.5;0.3333333;16
4;3;1;Trustee;4;0;8;;;28;;;30;22;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0.5;0.6666667;12
4;14;1;Investor;4;5;8;;;28;;;27;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.5;0.6666667;12
4;6;1;Third Party;4;0;8;;;28;;;30;30;;vieleicht muss du mehr ausgeben;;;;;;;;;;;;;;;1;;52;NoCost;1230;;0.5;0.6666667;16
4;10;2;Investor;8;0;14;;;17;;;36;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0.3333333;0.5833333;14
4;17;2;Trustee;8;0;14;;;17;;;30;23;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0.3333333;0.5833333;18
4;12;2;Third Party;8;0;14;;;17;;;30;30;;Teilnehmer B hat kaum zurÅckgesendet.;;;;;;;;;;;;;;;1;;52;NoCost;1236;;0.3333333;0.5833333;16
4;16;3;Investor;3;2;2;;;3;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;0.4444444;0.2222222;7
4;13;3;Trustee;3;0;2;;;3;;;30;34;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.4444444;0.2222222;15
4;11;3;Third Party;3;0;2;;;3;;;30;30;;B hat in der letzten Runde 44,4% von seinem erhaltenen Betrag zurÅck gesendet. Die Prozentzahl ist im Gegensatz zur vorherigen Runde um 10% gesunken;;;;;;;;;;;;;;;1;;52;NoCost;1235;;0.4444444;0.2222222;16
4;7;4;Investor;0;0;0;;;0;;;33;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0;0;8
4;18;4;Trustee;0;0;0;;;0;;;30;34;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0;0;8
4;2;4;Third Party;0;0;0;;;0;;;30;30;;"Teilnehmer B hat 0% in der letzte Runde das empfangenen Geld zurÅck gegeben, dann gib 0 Geld  aus oder sehr wenig  ;) ...";;;;;;;;;;;;;;;1;;52;NoCost;1226;;0;0;16
4;8;5;Third Party;8;0;14;;;39;;;30;30;;52,4% zurÅck von B;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0.5238095;0.5833333;16
4;9;5;Trustee;8;0;14;;;39;;;30;19;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.5238095;0.5833333;18
4;1;5;Investor;8;15;14;;;39;;;24;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.5238095;0.5833333;14
4;4;6;Investor;8;12;14;;;63;;;21;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0.5833333;0.5833333;14
4;5;6;Third Party;8;0;14;;;63;;;30;30;;58 prozent, also knapp 2/3.. du machst also gewinn;;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.5833333;0.5833333;16
4;15;6;Trustee;8;0;14;;;63;;;30;13;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;0.5833333;0.5833333;18
5;10;1;Investor;8;11;12;;;43;;;11;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0.5833333;0.5;12
5;8;1;Third Party;8;0;12;;;43;;;30;30;;58,3% von B zurÅck;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0.5833333;0.5;16
5;17;1;Trustee;8;0;12;;;43;;;30;10;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0.5833333;0.5;20
5;12;2;Third Party;6;0;10;;;44;;;30;30;;Teilnehmer B hat nur sehr wenig zurÅckgesendet...;;;;;;;;;;;;;;;1;;52;NoCost;1236;;0.2222222;0.5555556;16
5;13;2;Trustee;6;0;10;;;44;;;30;34;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.2222222;0.5555556;16
5;1;2;Investor;6;10;10;;;44;;;14;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.2222222;0.5555556;12
5;18;3;Trustee;0;0;1;;;35;;;30;7;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0;0;7
5;11;3;Third Party;0;0;1;;;35;;;30;30;;B hat in der letzten Runde 0% von seinem erhaltenen Betrag zurÅck gesendet.;;;;;;;;;;;;;;;1;;52;NoCost;1235;;0;0;16
5;16;3;Investor;0;0;1;;;35;;;28;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;0;0;9
5;4;4;Investor;6;6;11;;;7;;;32;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0.6666666;0.6111111;13
5;3;4;Trustee;6;0;11;;;7;;;30;27;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0.6666666;0.6111111;15
5;2;4;Third Party;6;0;11;;;7;;;30;30;;Teilnehmer B hat 67 prozent des Geld zurÅck gegeben,  aber ich denke dieses mal weniger , gib nicht mehr als 3,4 ECU;;;;;;;;;;;;;;;1;;52;NoCost;1226;;0.6666666;0.6111111;16
5;7;5;Investor;6;11;8;;;-26;;;36;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0.5833333;0.4444444;10
5;9;5;Trustee;6;0;8;;;-26;;;30;23;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.5833333;0.4444444;18
5;6;5;Third Party;6;0;8;;;-26;;;30;30;;40;;;;;;;;;;;;;;;1;;52;NoCost;1230;;0.5833333;0.4444444;16
5;14;6;Investor;4;5;13;;;62;;;22;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.5833333;1.083333;17
5;15;6;Trustee;4;0;13;;;62;;;30;14;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;0.5833333;1.083333;7
5;5;6;Third Party;4;0;13;;;62;;;30;30;;58 prozent, also knapp 2/3. du machst gewinn;;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.5833333;1.083333;16
6;6;1;Third Party;3;0;8;;;57;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1230;;1.083333;0.8888889;16
6;15;1;Trustee;3;0;8;;;57;;;30;22;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;1.083333;0.8888889;9
6;16;1;Investor;3;1;8;;;57;;;28;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;1.083333;0.8888889;13
6;3;2;Trustee;5;0;8;;;61;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0.6111111;0.5333334;15
6;7;2;Investor;5;8;8;;;61;;;29;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0.6111111;0.5333334;11
6;11;2;Third Party;5;0;8;;;61;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1235;;0.6111111;0.5333334;16
6;2;3;Third Party;8;0;12;;;3;;;30;30;;teilnehmer B hat in der LETZTE !! Runde 55,6% des Geld zurÅck gegeben. zwischen 33,3% prozent lohn es sich zu  investieren .. aber aufpassen vielleicht dieser Runde gib er/sie weniger geld zurÅck .. aber bisschen investireren ist ok;;;;;;;;;;;;;;;1;;52;NoCost;1226;;0.5555556;0.5;16
6;10;3;Investor;8;12;12;;;3;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0.5555556;0.5;12
6;13;3;Trustee;8;0;12;;;3;;;30;37;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.5555556;0.5;20
6;12;4;Third Party;4;0;5;;;48;;;30;30;;Teilnehmer B hat in der letzten Runde 0% gesendet. Er ist ganz geizig!!!!!;;;;;;;;;;;;;;;1;;52;NoCost;1236;;0;0.4166667;16
6;18;4;Trustee;4;0;5;;;48;;;30;25;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0;0.4166667;15
6;4;4;Investor;4;4;5;;;48;;;28;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0;0.4166667;9
6;1;5;Investor;8;12;12;;;51;;;17;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.4444444;0.5;12
6;5;5;Third Party;8;0;12;;;51;;;30;30;;44 prozent, du machst also immernoch gewinn aber er/sie behÑlt das meiste fÅr sich;;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.4444444;0.5;16
6;9;5;Trustee;8;0;12;;;51;;;30;15;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.4444444;0.5;20
6;14;6;Investor;3;3;3;;;54;;;22;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.5;0.3333333;8
6;17;6;Trustee;3;0;3;;;54;;;30;14;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0.5;0.3333333;14
6;8;6;Third Party;3;0;3;;;54;;;30;30;;50% zurÅck von B;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0.5;0.3333333;16
7;12;1;Third Party;8;0;10;;;52;;;30;30;;Teinehmer B ist geizig nur 20% zurÅckgesendet.;;;;;;;;;;;;;;;1;;52;NoCost;1236;;0.4166667;0.4166667;16
7;10;1;Investor;8;6;10;;;52;;;17;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0.4166667;0.4166667;10
7;18;1;Trustee;8;0;10;;;52;;;30;28;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0.4166667;0.4166667;22
7;1;2;Investor;8;12;12;;;49;;;33;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.5;0.5;12
7;6;2;Third Party;8;0;12;;;49;;;30;30;;kein ECU ist auch moglich;;;;;;;;;;;;;;;1;;52;NoCost;1230;;0.5;0.5;16
7;13;2;Trustee;8;0;12;;;49;;;30;11;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.5;0.5;20
7;5;3;Third Party;2;0;3;;;29;;;30;30;;genau die hÑlfte (50%)... du machst Gewinn aber er/sie/es hat am ende mehr als du :(;;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.5;0.5;16
7;9;3;Trustee;2;0;3;;;29;;;30;20;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.5;0.5;11
7;14;3;Investor;2;2;3;;;29;;;20;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.5;0.5;9
7;11;4;Third Party;4;0;4;;;3;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1235;;0.3333333;0.3333333;16
7;7;4;Investor;4;7;4;;;3;;;26;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0.3333333;0.3333333;8
7;17;4;Trustee;4;0;4;;;3;;;30;6;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0.3333333;0.3333333;16
7;4;5;Investor;8;10;14;;;35;;;22;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0.5333333;0.5833333;14
7;2;5;Third Party;8;0;14;;;35;;;30;30;;B hat letzte Runde 53,3% zurÅckegegeben. das lohnt sich zu investieren . aber nicht zu viel.;;;;;;;;;;;;;;;1;;52;NoCost;1226;;0.5333333;0.5833333;16
7;3;5;Trustee;8;0;14;;;35;;;30;20;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0.5333333;0.5833333;18
7;15;6;Trustee;7;0;15;;;40;;;30;16;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;0.8888888;0.7142857;14
7;16;6;Investor;7;15;15;;;40;;;33;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;0.8888888;0.7142857;16
7;8;6;Third Party;7;0;15;;;40;;;30;30;;B hat zurÅckgezahlten Betrag fafst verdoppelt;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0.8888888;0.7142857;16
8;2;1;Third Party;0;0;0;;;19;;;30;30;;0 prozent zurÅck, nichts investieren;;;;;;;;;;;;;;;1;;52;NoCost;1226;;0.3333333;0;16
8;7;1;Investor;0;0;0;;;19;;;18;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0.3333333;0;8
8;17;1;Trustee;0;0;0;;;19;;;30;8;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0.3333333;0;8
8;3;2;Trustee;8;0;13;;;24;;;30;11;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0.5833333;0.5416667;19
8;4;2;Investor;8;12;13;;;24;;;16;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0.5833333;0.5416667;13
8;8;2;Third Party;8;0;13;;;24;;;30;30;;58,3% zurÅck von B;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0.5833333;0.5416667;16
8;15;3;Trustee;0;0;0;;;57;;;30;11;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;0.7142857;0;8
8;16;3;Investor;0;0;0;;;57;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;0.7142857;0;8
8;12;3;Third Party;0;0;0;;;57;;;30;30;;Teilnehmer B hat 0% zurÅckgesendet...;;;;;;;;;;;;;;;1;;52;NoCost;1236;;0.7142857;0;16
8;5;4;Third Party;4;0;6;;;63;;;30;30;;50 prozent. du machst gewinn aber er/sie hat ende mehr als du;;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.5;0.5;16
8;14;4;Investor;4;4;6;;;63;;;19;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.5;0.5;10
8;9;4;Trustee;4;0;6;;;63;;;30;25;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.5;0.5;14
8;6;5;Third Party;8;0;8;;;52;;;30;30;;du muss eine beliebigen Teil, ich finde besser alles zu geben dass war gut;;;;;;;;;;;;;;;1;;52;NoCost;1230;;0.4166667;0.3333333;16
8;10;5;Investor;8;8;8;;;52;;;21;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0.4166667;0.3333333;8
8;18;5;Trustee;8;0;8;;;52;;;30;17;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0.4166667;0.3333333;24
8;1;6;Investor;8;12;12;;;24;;;14;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.5;0.5;12
8;13;6;Trustee;8;0;12;;;24;;;30;11;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.5;0.5;20
8;11;6;Third Party;8;0;12;;;24;;;30;30;;B hat in der letzten Runde 50% von seinem erhaltenen Betrag zurÅck gesendet. Das sind circa 20% mehr als in der Runde davor.;;;;;;;;;;;;;;;1;;52;NoCost;1235;;0.5;0.5;16
9;9;1;Trustee;8;0;12;;;1;;;30;11;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.5;0.5;20
9;10;1;Investor;8;12;12;;;1;;;18;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0.5;0.5;12
9;2;1;Third Party;8;0;12;;;1;;;30;30;;teilnehmer B hat in der letzten Runde 50% von seinem erhalteten Bertag zurÅck gesendet . B hat 0 erhalten  in letzten Runde;;;;;;;;;;;;;;;1;;52;NoCost;1226;;0.5;0.5;16
9;3;2;Trustee;0;0;0;;;55;;;30;12;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0.5416667;0;8
9;16;2;Investor;0;0;0;;;55;;;33;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;0.5416667;0;8
9;12;2;Third Party;0;0;0;;;55;;;30;30;;Teilnehmer B hat 0% zurÅckgesendet.;;;;;;;;;;;;;;;1;;52;NoCost;1236;;0.5416667;0;16
9;1;3;Investor;6;8;8;;;30;;;24;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.3333333;0.4444444;10
9;5;3;Third Party;6;0;8;;;30;;;30;30;;er hat keine bekommen. (vielleicht hat er in der Runde vorher nichts zurÅckgegeben und wÅrde es bei dir dann wieder genauso machen ?);;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.3333333;0.4444444;16
9;18;3;Trustee;6;0;8;;;30;;;30;19;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0.3333333;0.4444444;18
9;14;4;Investor;5;6;6;;;80;;;15;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.5;0.4;9
9;11;4;Third Party;5;0;6;;;80;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1235;;0.5;0.4;16
9;13;4;Trustee;5;0;6;;;80;;;30;33;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.5;0.4;17
9;15;5;Trustee;5;0;11;;;67;;;30;10;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;0;0.7333333;12
9;4;5;Investor;5;7;11;;;67;;;28;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0;0.7333333;14
9;8;5;Third Party;5;0;11;;;67;;;30;30;;nichts zurÅckgesendet;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0;0.7333333;16
9;6;6;Third Party;0;0;0;;;32;;;30;30;;ok, eigentlich ist B jetzt ein bischen \qgreedy\q geworden;;;;;;;;;;;;;;;1;;52;NoCost;1230;;0;0;16
9;7;6;Investor;0;0;0;;;32;;;12;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0;0;8
9;17;6;Trustee;0;0;0;;;32;;;30;9;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0;0;8
10;3;1;Trustee;8;0;0;;;17;;;30;4;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0;0;32
10;10;1;Investor;8;0;0;;;17;;;27;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0;0;0
10;6;1;Third Party;8;0;0;;;17;;;30;30;;du muss den gesamtbetrag zÅrucksenden;;;;;;;;;;;;;;;1;;52;NoCost;1230;;0;0;16
10;11;2;Third Party;4;0;0;;;27;;;30;30;;B hat in der letzten Runde 44,4% von seinem erhaltenen Betrag zurÅck gesendet. Das ist weniger als in der Runde davor.;;;;;;;;;;;;;;;1;;52;NoCost;1235;;0.4444444;0;16
10;14;2;Investor;4;7;0;;;27;;;26;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.4444444;0;4
10;18;2;Trustee;4;0;0;;;27;;;30;18;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0.4444444;0;20
10;1;3;Investor;8;10;16;;;65;;;16;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.7333333;0.6666667;16
10;15;3;Trustee;8;0;16;;;65;;;30;5;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;0.7333333;0.6666667;16
10;12;3;Third Party;8;0;16;;;65;;;30;30;;Teilnehmer B hat 0% zurÅckgesendet.;;;;;;;;;;;;;;;1;;52;NoCost;1236;;0.7333333;0.6666667;16
10;8;4;Third Party;5;0;0;;;74;;;30;30;;nichts zurÅckgesendet;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0;0;16
10;4;4;Investor;5;7;0;;;74;;;21;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0;0;3
10;17;4;Trustee;5;0;0;;;74;;;30;7;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0;0;23
10;2;5;Third Party;0;0;0;;;23;;;30;30;;B hat in der letzten Runde  40% von seinem erhalteten Betrag zurÅck gesendet . nicht zu viel .. entweder nichts 0 investieren oder sehr wenig;;;;;;;;;;;;;;;1;;52;NoCost;1226;;0.4;0;16
10;13;5;Trustee;0;0;0;;;23;;;30;7;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.4;0;8
10;16;5;Investor;0;0;0;;;23;;;37;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;0.4;0;8
10;5;6;Third Party;0;0;0;;;36;;;30;30;;er hat keine bekommen... vielleuicht weil er in der runde davor nichts zurÅckgegeben hat ? vllt wÅrde er bei dir wieder das gleiche machen?;;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.5;0;16
10;9;6;Trustee;0;0;0;;;36;;;30;11;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.5;0;8
10;7;6;Investor;0;0;0;;;36;;;12;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0.5;0;8
1;7;1;Third Party;4;0;8;;;;3.94322;;30;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;967;;;0.6666667;16
1;3;1;Trustee;4;0;8;;;;3.94322;;30;46;;;;;;;;;;;;;;;;;0;;41;FullInfo;963;;;0.6666667;12
1;15;1;Investor;4;5;8;;;;3.94322;;16;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;975;;;0.6666667;12
1;17;2;Trustee;4;0;8;;;;2.93834;;30;24;;;;;;;;;;;;;;;;;0;;41;FullInfo;977;;;0.6666667;12
1;9;2;Investor;4;6;8;;;;2.93834;;28;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;969;;;0.6666667;12
1;5;2;Third Party;4;0;8;;;;2.93834;;30;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;965;;;0.6666667;16
1;12;3;Investor;8;12;10;;;;1.71981;;28;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;972;;;0.4166667;10
1;4;3;Trustee;8;0;10;;;;1.71981;;30;19;;;;;;;;;;;;;;;;;0;;41;FullInfo;964;;;0.4166667;22
1;13;3;Third Party;8;0;10;;;;1.71981;;30;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;973;;;0.4166667;16
1;18;4;Third Party;6;0;10;;;;0.788416;;30;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;978;;;0.5555556;16
1;1;4;Trustee;6;0;10;;;;0.788416;;30;28;;;;;;;;;;;;;;;;;0;;41;FullInfo;961;;;0.5555556;16
1;6;4;Investor;6;8;10;;;;0.788416;;23;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;966;;;0.5555556;12
1;16;5;Third Party;8;0;16;;;;0.648492;;30;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;976;;;0.6666667;16
1;14;5;Trustee;8;0;16;;;;0.648492;;30;29;;;;;;;;;;;;;;;;;0;;41;FullInfo;974;;;0.6666667;16
1;11;5;Investor;8;16;16;;;;0.648492;;27;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;971;;;0.6666667;16
1;2;6;Trustee;5;0;7;;;;7.87961;;30;22;;;;;;;;;;;;;;;;;0;;41;FullInfo;962;;;0.4666667;16
1;10;6;Investor;5;15;7;;;;7.87961;;20;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;970;;;0.4666667;10
1;8;6;Third Party;5;0;7;;;;7.87961;;30;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;968;;;0.4666667;16
2;2;1;Trustee;2;0;3;1;1;-34;0.556932;12;30;19;;;;;;;;;;;;;;;;;0;;41;FullInfo;962;-22;0.0046667;0.5;11
2;13;1;Third Party;2;0;3;1;1;-34;0.556932;12;30;30;;0;;;;;;;;;;;;;;;1;;41;FullInfo;973;-22;0.0046667;0.5;15.44307
2;15;1;Investor;2;4;3;1;1;-34;0.556932;12;25;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;975;-22;0.0046667;0.5;9
2;17;2;Trustee;8;0;16;0;0;0;1.43848;23;30;16;;;;;;;;;;;;;;;;;0;;41;FullInfo;977;23;0.0066667;0.6666667;16
2;10;2;Investor;8;12;16;0;0;0;1.43848;23;25;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;970;23;0.0066667;0.6666667;16
2;8;2;Third Party;8;0;16;0;0;0;1.43848;23;30;30;;Teilnehmer B bekam 12 (3 mal 4) und sendete 8 zurÅck;;;;;;;;;;;;;;;1;;41;FullInfo;968;23;0.0066667;0.6666667;16
2;16;3;Third Party;6;0;10;3;0;16;6.82468;9;30;30;;Gute Gruppe, jeder kann Gewinn machen.;;;;;;;;;;;;;;;1;;41;FullInfo;976;25;0.0041667;0.5555556;16
2;4;3;Trustee;6;0;10;3;0;16;6.82468;9;30;20;;;;;;;;;;;;;;;;;0;;41;FullInfo;964;25;0.0041667;0.5555556;16
2;6;3;Investor;6;8;10;3;0;16;6.82468;9;22;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;966;25;0.0041667;0.5555556;12
2;5;4;Third Party;8;0;13;2;0;29;6.35354;15;30;30;;Teilnehmer B hat etwas mehr als die HÑlfte wieder zurÅck geschickt.;;;;;;;;;;;;;;;1;;41;FullInfo;965;44;0.0055556;0.5416667;16
2;12;4;Investor;8;12;13;2;0;29;6.35354;15;17;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;972;44;0.0055556;0.5416667;13
2;1;4;Trustee;8;0;13;2;0;29;6.35354;15;30;31;;;;;;;;;;;;;;;;;0;;41;FullInfo;961;44;0.0055556;0.5416667;19
2;3;5;Trustee;4;0;8;2.5;0;13;5.08788;27;30;27;;;;;;;;;;;;;;;;;0;;41;FullInfo;963;40;0.0066667;0.6666667;12
2;18;5;Third Party;4;0;8;2.5;0;13;5.08788;27;30;30;;66,7% hat  A  zurÅck erhalten;;;;;;;;;;;;;;;1;;41;FullInfo;978;40;0.0066667;0.6666667;16
2;9;5;Investor;4;6;8;2.5;0;13;5.08788;27;20;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;969;40;0.0066667;0.6666667;12
2;14;6;Trustee;8;0;16;3.15;0;2;3.44762;28;30;8;;;;;;;;;;;;;;;;;0;;41;FullInfo;974;30;0.0066667;0.6666667;16
2;7;6;Third Party;8;0;16;3.15;0;2;3.44762;28;30;30;;Teilnehmer A gab alles an Teilnehmer B.;;;;;;;;;;;;;;;1;;41;FullInfo;967;30;0.0066667;0.6666667;16
2;11;6;Investor;8;16;16;3.15;0;2;3.44762;28;18;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;971;30;0.0066667;0.6666667;16
3;2;1;Trustee;6;0;9;0;0;50;0.10131;11;30;33;;;;;;;;;;;;;;;;;0;;41;FullInfo;962;61;0.005;0.5;17
3;8;1;Third Party;6;0;9;0;0;50;0.10131;11;30;30;;B hat 6 bekommen (2mal3) und 3 zurÅckgezahlt;;;;;;;;;;;;;;;1;;41;FullInfo;968;61;0.005;0.5;16
3;15;1;Investor;6;10;9;0;0;50;0.10131;11;16;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;975;61;0.005;0.5;11
3;11;2;Investor;8;16;16;2.17;1;43;0.29943;6;25;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;971;49;0.0066667;0.6666667;16
3;7;2;Third Party;8;0;16;2.17;1;43;0.29943;6;30;30;;Teilnehmer A hat 4 ECU an Teilnehmer B Åbermittelt.;;;;;;;;;;;;;;;1;;41;FullInfo;967;49;0.0066667;0.6666667;15.70057
3;3;2;Trustee;8;0;16;2.17;1;43;0.29943;6;30;17;;;;;;;;;;;;;;;;;0;;41;FullInfo;963;49;0.0066667;0.6666667;16
3;10;3;Investor;8;14;10;3.5;0;38;4.58735;38;13;30;;;;;;;;;;;;;;;;;0;;41;FullInfo;970;76;0.0055556;0.4166667;10
3;16;3;Third Party;8;0;10;3.5;0;38;4.58735;38;30;30;;Teilnehmer B war sehr gro·zÅgig!;;;;;;;;;;;;;;;1;;41;FullInfo;976;76;0.0055556;0.4166667;16
3;4;3;Trustee;8;0;10;3.5;0;38;4.58735;38;30;11;;;;;;;;;;;;;;;;;0;;41;FullInfo;964;76;0.0055556;0.4166667;22
