33;12;8;10;585;0;0;25;2;1;0;0;5;4;2;1;0;;5;0;10;57;5;1.609438;10;8;152;SHPD1525;12;1;1455;;;1;0;0;0;0;0.0344828;;1;0
33;13;10;10;570;0;0;25;2;1;0;0;5;4;2;1;0;;1;0;10;57;5;0;10;8;153;SHPD1525;12;1;1480;;;1;0;0;0;0;0;;1;0
33;14;9;10;585;0;0;25;2;1;0;0;5;4;2;1;0;;3;0;10;57;5;1.098612;10;8;154;SHPD1525;12;1;1500;;;1;0;0;0;0;0.0689655;;0;0
33;15;9;10;575;0;0;25;2;1;0;0;5;4;2;1;0;;3;0;10;57;5;1.098612;10;8;155;SHPD1525;12;1;1490;;;1;0;0;0;0;0.0689655;;1;0
33;16;6;10;620;0;0;25;2;1;0;0;5;4;2;1;0;;3;0;10;57;5;1.098612;10;8;156;SHPD1525;12;1;1515;;;1;0;0;0;0;0;;1;0
33;17;7;25;605;0;0;25;2;1;0;0;5;4;2;1;0;;5;1;0;57;5;1.609438;10;8;157;SHPD1525;12;1;1470;;;0;0;0;0;0;0.1724138;;1;1
33;18;6;10;620;0;0;25;2;1;0;0;5;4;2;1;0;;3;0;10;57;5;1.098612;10;8;158;SHPD1525;12;1;1550;;;1;0;0;0;0;0;;1;0
33;19;8;10;600;0;0;25;2;1;0;0;5;4;2;1;0;;3;0;10;57;5;1.098612;10;8;159;SHPD1525;12;1;1490;;;1;0;0;0;0;0.137931;;1;1
33;20;7;0;590;0;0;25;2;1;0;0;5;4;2;1;1;;11;0;25;57;5;2.397895;10;8;160;SHPD1525;12;1;1465;;;0;0;1;0;1;0.2413793;;1;1
34;1;2;10;355;0;0;25;1;1;0;0;6;4;2;1;0;;7;0;10;57;6;1.94591;10;8;141;SHPD1525;11;1;935;;;1;0;0;0;0;0;;0;0
34;2;5;10;335;0;0;25;1;1;0;0;6;4;2;1;0;;5;0;10;57;6;1.609438;10;8;142;SHPD1525;11;1;885;;;1;0;0;0;0;0;;1;0
34;3;4;10;310;0;0;25;1;1;0;0;6;4;2;1;0;;2;0;10;57;6;0.6931472;10;8;143;SHPD1525;11;1;850;;;1;0;0;0;0;0;;1;0
34;4;3;10;370;0;0;25;1;1;0;0;6;4;2;1;0;;4;0;10;57;6;1.386294;10;8;144;SHPD1525;11;1;945;;;1;0;0;0;0;0;;1;0
34;5;1;0;335;0;0;25;1;1;0;0;6;4;2;1;1;;1;0;25;57;6;0;10;8;145;SHPD1525;11;1;860;;;0;0;0;0;0;0.137931;;0;0
34;6;2;10;345;0;0;25;1;1;0;0;6;4;2;1;0;;2;0;10;57;6;0.6931472;10;8;146;SHPD1525;11;1;925;;;1;0;0;0;0;0.0344828;;1;1
34;7;3;10;250;0;0;25;1;1;0;0;6;4;2;1;0;;4;0;10;57;6;1.386294;10;8;147;SHPD1525;11;1;765;;;1;0;0;0;0;0;;1;0
34;8;5;10;305;0;0;25;1;1;0;0;6;4;2;1;0;;6;0;10;57;6;1.791759;10;8;148;SHPD1525;11;1;875;;;1;0;0;0;0;0.0689655;;1;0
34;9;1;25;360;0;0;25;1;1;0;0;6;4;2;1;0;;3;1;0;57;6;1.098612;10;8;149;SHPD1525;11;1;925;;;0;0;0;0;0;0;;1;0
34;10;4;10;385;0;0;25;1;1;0;0;6;4;2;1;0;;1;0;10;57;6;0;10;8;150;SHPD1525;11;1;965;;;1;0;0;0;0;0;;0;0
34;11;8;10;620;0;0;25;2;1;0;0;6;4;2;1;0;;2;0;10;57;6;0.6931472;10;8;151;SHPD1525;12;1;1505;;;1;0;0;0;0;0.0344828;;0;1
34;12;8;10;595;0;0;25;2;1;0;0;6;4;2;1;0;;5;0;10;57;6;1.609438;10;8;152;SHPD1525;12;1;1455;;;1;0;0;0;0;0.0344828;;1;0
34;13;6;10;580;0;0;25;2;1;0;0;6;4;2;1;0;;2;0;10;57;6;0.6931472;10;8;153;SHPD1525;12;1;1480;;;1;0;0;0;0;0;;1;0
34;14;9;10;595;0;0;25;2;1;0;0;6;4;2;1;0;;1;0;10;57;6;0;10;8;154;SHPD1525;12;1;1500;;;1;0;0;0;0;0.0689655;;0;0
34;15;7;10;585;0;0;25;2;1;0;0;6;4;2;1;0;;4;0;10;57;6;1.386294;10;8;155;SHPD1525;12;1;1490;;;1;0;0;0;0;0.0689655;;1;0
34;16;10;10;630;0;0;25;2;1;0;0;6;4;2;1;0;;2;0;10;57;6;0.6931472;10;8;156;SHPD1525;12;1;1515;;;1;0;0;0;0;0;;1;0
34;17;9;10;615;0;0;25;2;1;0;0;6;4;2;1;0;;3;0;10;57;6;1.098612;10;8;157;SHPD1525;12;1;1470;;;1;0;0;0;0;0.1724138;;1;1
34;18;7;10;630;0;0;25;2;1;0;0;6;4;2;1;0;;3;0;10;57;6;1.098612;10;8;158;SHPD1525;12;1;1550;;;1;0;0;0;0;0;;1;0
34;19;6;10;610;0;0;25;2;1;0;0;6;4;2;1;0;;4;0;10;57;6;1.386294;10;8;159;SHPD1525;12;1;1490;;;1;0;0;0;0;0.137931;;1;1
34;20;10;10;600;0;0;25;2;1;0;0;6;4;2;1;0;;7;0;10;57;6;1.94591;10;8;160;SHPD1525;12;1;1465;;;1;0;1;1;0;0.2413793;;1;1
35;1;4;10;365;0;0;25;1;2;1;0;1;5;2;1;0;0.222222;4;0;10;57;7;1.386294;10;8;141;SHPD1525;11;1;935;;35;1;0;0;0;0;0;;0;0
35;2;1;10;345;0;0;25;1;2;1;0;1;5;2;1;0;0;14;0;10;57;7;2.639057;10;8;142;SHPD1525;11;1;885;;35;1;0;0;0;0;0;;1;0
35;3;4;10;320;0;0;25;1;2;1;0;1;5;2;1;0;0;6;0;10;57;7;1.791759;10;8;143;SHPD1525;11;1;850;;35;1;0;0;0;0;0;;1;0
35;4;3;10;380;0;0;25;1;2;1;0;1;5;2;1;0;0;16;0;10;57;7;2.772589;10;8;144;SHPD1525;11;1;945;;35;1;0;0;0;0;0;;1;0
35;5;2;10;345;0;0;25;1;2;1;0;1;5;2;1;0;0;6;0;10;57;7;1.791759;10;8;145;SHPD1525;11;1;860;;35;1;0;1;1;0;0.137931;;0;0
35;6;5;10;355;0;0;25;1;2;1;0;1;5;2;1;0;0;8;0;10;57;7;2.079442;10;8;146;SHPD1525;11;1;925;;35;1;0;0;0;0;0.0344828;;1;1
35;7;3;10;260;0;0;25;1;2;1;0;1;5;2;1;0;0;11;0;10;57;7;2.397895;10;8;147;SHPD1525;11;1;765;;35;1;0;0;0;0;0;;1;0
35;8;1;10;315;0;0;25;1;2;1;0;1;5;2;1;0;0;10;0;10;57;7;2.302585;10;8;148;SHPD1525;11;1;875;;35;1;0;0;0;0;0.0689655;;1;0
35;9;5;10;370;0;0;25;1;2;1;0;1;5;2;1;0;0;10;0;10;57;7;2.302585;10;8;149;SHPD1525;11;1;925;;35;1;0;0;0;0;0;;1;0
35;10;2;10;395;0;0;25;1;2;1;0;1;5;2;1;0;0.222222;4;0;10;57;7;1.386294;10;8;150;SHPD1525;11;1;965;;35;1;0;0;0;0;0;;0;0
35;11;10;10;630;0;0;25;2;2;1;0;1;5;2;1;0;0;9;0;10;57;7;2.197225;10;8;151;SHPD1525;12;1;1505;;35;1;0;0;0;0;0.0344828;;0;1
35;12;6;10;605;0;0;25;2;2;1;0;1;5;2;1;0;0;13;0;10;57;7;2.564949;10;8;152;SHPD1525;12;1;1455;;35;1;0;0;0;0;0.0344828;;1;0
35;13;10;10;590;0;0;25;2;2;1;0;1;5;2;1;0;0;10;0;10;57;7;2.302585;10;8;153;SHPD1525;12;1;1480;;35;1;0;0;0;0;0;;1;0
35;14;7;10;605;0;0;25;2;2;1;0;1;5;2;1;0;0.222222;11;0;10;57;7;2.397895;10;8;154;SHPD1525;12;1;1500;;35;1;0;0;0;0;0.0689655;;0;0
35;15;7;10;595;0;0;25;2;2;1;0;1;5;2;1;0;0.444444;12;0;10;57;7;2.484907;10;8;155;SHPD1525;12;1;1490;;35;1;0;0;0;0;0.0689655;;1;0
35;16;8;25;655;0;0;25;2;2;1;0;1;5;2;1;0;0.777778;10;1;0;57;7;2.302585;10;8;156;SHPD1525;12;1;1515;;35;0;0;0;0;0;0;;1;0
35;17;9;0;615;0;0;25;2;2;1;0;1;5;2;1;1;1;18;0;25;57;7;2.890372;10;8;157;SHPD1525;12;1;1470;;35;0;0;1;0;1;0.1724138;;1;1
35;18;6;10;640;0;0;25;2;2;1;0;1;5;2;1;0;0.111111;11;0;10;57;7;2.397895;10;8;158;SHPD1525;12;1;1550;;35;1;0;0;0;0;0;;1;0
35;19;9;25;635;0;0;25;2;2;1;0;1;5;2;1;0;0.111111;8;1;0;57;7;2.079442;10;8;159;SHPD1525;12;1;1490;;35;0;0;0;0;0;0.137931;;1;1
35;20;8;0;600;0;0;25;2;2;1;0;1;5;2;1;1;0.555556;18;0;25;57;7;2.890372;10;8;160;SHPD1525;12;1;1465;;35;0;0;1;0;1;0.2413793;;1;1
36;1;1;10;375;0;0;25;1;2;0;0;2;5;2;1;0;;4;0;10;57;8;1.386294;10;8;141;SHPD1525;11;1;935;;;1;0;0;0;0;0;;0;0
36;2;2;10;355;0;0;25;1;2;0;0;2;5;2;1;0;;7;0;10;57;8;1.94591;10;8;142;SHPD1525;11;1;885;;;1;0;0;0;0;0;;1;0
36;3;2;10;330;0;0;25;1;2;0;0;2;5;2;1;0;;2;0;10;57;8;0.6931472;10;8;143;SHPD1525;11;1;850;;;1;0;0;0;0;0;;1;0
36;4;1;10;390;0;0;25;1;2;0;0;2;5;2;1;0;;4;0;10;57;8;1.386294;10;8;144;SHPD1525;11;1;945;;;1;0;0;0;0;0;;1;0
36;5;3;10;355;0;0;25;1;2;0;0;2;5;2;1;0;;2;0;10;57;8;0.6931472;10;8;145;SHPD1525;11;1;860;;;1;0;0;0;0;0.137931;;0;0
36;6;5;10;365;0;0;25;1;2;0;0;2;5;2;1;0;;2;0;10;57;8;0.6931472;10;8;146;SHPD1525;11;1;925;;;1;0;0;0;0;0.0344828;;1;1
36;7;4;10;270;0;0;25;1;2;0;0;2;5;2;1;0;;8;0;10;57;8;2.079442;10;8;147;SHPD1525;11;1;765;;;1;0;0;0;0;0;;1;0
36;8;3;10;325;0;0;25;1;2;0;0;2;5;2;1;0;;5;0;10;57;8;1.609438;10;8;148;SHPD1525;11;1;875;;;1;0;0;0;0;0.0689655;;1;0
36;9;5;10;380;0;0;25;1;2;0;0;2;5;2;1;0;;4;0;10;57;8;1.386294;10;8;149;SHPD1525;11;1;925;;;1;0;0;0;0;0;;1;0
36;10;4;10;405;0;0;25;1;2;0;0;2;5;2;1;0;;2;0;10;57;8;0.6931472;10;8;150;SHPD1525;11;1;965;;;1;0;0;0;0;0;;0;0
36;11;7;10;640;0;0;25;2;2;0;0;2;5;2;1;0;;3;0;10;57;8;1.098612;10;8;151;SHPD1525;12;1;1505;;;1;0;0;0;0;0.0344828;;0;1
36;12;9;10;615;0;0;25;2;2;0;0;2;5;2;1;0;;4;0;10;57;8;1.386294;10;8;152;SHPD1525;12;1;1455;;;1;0;0;0;0;0.0344828;;1;0
36;13;6;10;600;0;0;25;2;2;0;0;2;5;2;1;0;;4;0;10;57;8;1.386294;10;8;153;SHPD1525;12;1;1480;;;1;0;0;0;0;0;;1;0
36;14;10;10;615;0;0;25;2;2;0;0;2;5;2;1;0;;4;0;10;57;8;1.386294;10;8;154;SHPD1525;12;1;1500;;;1;0;0;0;0;0.0689655;;0;0
36;15;7;10;605;0;0;25;2;2;0;0;2;5;2;1;0;;10;0;10;57;8;2.302585;10;8;155;SHPD1525;12;1;1490;;;1;0;0;0;0;0.0689655;;1;0
36;16;9;10;665;0;0;25;2;2;0;0;2;5;2;1;0;;2;0;10;57;8;0.6931472;10;8;156;SHPD1525;12;1;1515;;;1;0;0;0;0;0;;1;0
36;17;6;10;625;0;0;25;2;2;0;0;2;5;2;1;0;;4;0;10;57;8;1.386294;10;8;157;SHPD1525;12;1;1470;;;1;0;1;1;0;0.1724138;;1;1
36;18;10;10;650;0;0;25;2;2;0;0;2;5;2;1;0;;5;0;10;57;8;1.609438;10;8;158;SHPD1525;12;1;1550;;;1;0;0;0;0;0;;1;0
36;19;8;10;645;0;0;25;2;2;0;0;2;5;2;1;0;;2;0;10;57;8;0.6931472;10;8;159;SHPD1525;12;1;1490;;;1;0;0;0;0;0.137931;;1;1
36;20;8;10;610;0;0;25;2;2;0;0;2;5;2;1;0;;3;0;10;57;8;1.098612;10;8;160;SHPD1525;12;1;1465;;;1;0;1;1;0;0.2413793;;1;1
37;1;1;10;385;0;0;25;1;2;0;0;3;5;2;1;0;;7;0;10;57;9;1.94591;10;8;141;SHPD1525;11;1;935;;;1;0;0;0;0;0;;0;0
37;2;5;10;365;0;0;25;1;2;0;0;3;5;2;1;0;;8;0;10;57;9;2.079442;10;8;142;SHPD1525;11;1;885;;;1;0;0;0;0;0;;1;0
37;3;4;10;340;0;0;25;1;2;0;0;3;5;2;1;0;;2;0;10;57;9;0.6931472;10;8;143;SHPD1525;11;1;850;;;1;0;0;0;0;0;;1;0
37;4;3;10;400;0;0;25;1;2;0;0;3;5;2;1;0;;6;0;10;57;9;1.791759;10;8;144;SHPD1525;11;1;945;;;1;0;0;0;0;0;;1;0
37;5;3;10;365;0;0;25;1;2;0;0;3;5;2;1;0;;1;0;10;57;9;0;10;8;145;SHPD1525;11;1;860;;;1;0;0;0;0;0.137931;;0;0
37;6;1;10;375;0;0;25;1;2;0;0;3;5;2;1;0;;0;0;10;57;9;;10;8;146;SHPD1525;11;1;925;;;1;0;0;0;0;0.0344828;;1;1
37;7;2;10;280;0;0;25;1;2;0;0;3;5;2;1;0;;4;0;10;57;9;1.386294;10;8;147;SHPD1525;11;1;765;;;1;0;0;0;0;0;;1;0
37;8;4;10;335;0;0;25;1;2;0;0;3;5;2;1;0;;7;0;10;57;9;1.94591;10;8;148;SHPD1525;11;1;875;;;1;0;0;0;0;0.0689655;;1;0
37;9;5;10;390;0;0;25;1;2;0;0;3;5;2;1;0;;2;0;10;57;9;0.6931472;10;8;149;SHPD1525;11;1;925;;;1;0;0;0;0;0;;1;0
37;10;2;10;415;0;0;25;1;2;0;0;3;5;2;1;0;;1;0;10;57;9;0;10;8;150;SHPD1525;11;1;965;;;1;0;0;0;0;0;;0;0
37;11;9;10;650;0;0;25;2;2;0;0;3;5;2;1;0;;3;0;10;57;9;1.098612;10;8;151;SHPD1525;12;1;1505;;;1;0;0;0;0;0.0344828;;0;1
37;12;6;10;625;0;0;25;2;2;0;0;3;5;2;1;0;;3;0;10;57;9;1.098612;10;8;152;SHPD1525;12;1;1455;;;1;0;0;0;0;0.0344828;;1;0
37;13;7;10;610;0;0;25;2;2;0;0;3;5;2;1;0;;1;0;10;57;9;0;10;8;153;SHPD1525;12;1;1480;;;1;0;0;0;0;0;;1;0
37;14;6;10;625;0;0;25;2;2;0;0;3;5;2;1;0;;2;0;10;57;9;0.6931472;10;8;154;SHPD1525;12;1;1500;;;1;0;0;0;0;0.0689655;;0;0
37;15;10;10;615;0;0;25;2;2;0;0;3;5;2;1;0;;4;0;10;57;9;1.386294;10;8;155;SHPD1525;12;1;1490;;;1;0;0;0;0;0.0689655;;1;0
37;16;8;10;675;0;0;25;2;2;0;0;3;5;2;1;0;;1;0;10;57;9;0;10;8;156;SHPD1525;12;1;1515;;;1;0;0;0;0;0;;1;0
37;17;8;10;635;0;0;25;2;2;0;0;3;5;2;1;0;;2;0;10;57;9;0.6931472;10;8;157;SHPD1525;12;1;1470;;;1;0;0;0;0;0.1724138;;1;1
37;18;7;10;660;0;0;25;2;2;0;0;3;5;2;1;0;;2;0;10;57;9;0.6931472;10;8;158;SHPD1525;12;1;1550;;;1;0;0;0;0;0;;1;0
37;19;10;10;655;0;0;25;2;2;0;0;3;5;2;1;0;;2;0;10;57;9;0.6931472;10;8;159;SHPD1525;12;1;1490;;;1;0;0;0;0;0.137931;;1;1
37;20;9;10;620;0;0;25;2;2;0;0;3;5;2;1;0;;6;0;10;57;9;1.791759;10;8;160;SHPD1525;12;1;1465;;;1;0;0;0;0;0.2413793;;1;1
38;1;1;10;395;0;0;25;1;2;0;0;4;5;2;1;0;;4;0;10;57;10;1.386294;10;8;141;SHPD1525;11;1;935;;;1;0;0;0;0;0;;0;0
38;2;4;10;375;0;0;25;1;2;0;0;4;5;2;1;0;;6;0;10;57;10;1.791759;10;8;142;SHPD1525;11;1;885;;;1;0;0;0;0;0;;1;0
38;3;2;10;350;0;0;25;1;2;0;0;4;5;2;1;0;;2;0;10;57;10;0.6931472;10;8;143;SHPD1525;11;1;850;;;1;0;0;0;0;0;;1;0
38;4;3;10;410;0;0;25;1;2;0;0;4;5;2;1;0;;3;0;10;57;10;1.098612;10;8;144;SHPD1525;11;1;945;;;1;0;0;0;0;0;;1;0
38;5;1;10;375;0;0;25;1;2;0;0;4;5;2;1;0;;1;0;10;57;10;0;10;8;145;SHPD1525;11;1;860;;;1;0;0;0;0;0.137931;;0;0
38;6;3;10;385;0;0;25;1;2;0;0;4;5;2;1;0;;1;0;10;57;10;0;10;8;146;SHPD1525;11;1;925;;;1;0;0;0;0;0.0344828;;1;1
38;7;2;10;290;0;0;25;1;2;0;0;4;5;2;1;0;;7;0;10;57;10;1.94591;10;8;147;SHPD1525;11;1;765;;;1;0;0;0;0;0;;1;0
38;8;5;10;345;0;0;25;1;2;0;0;4;5;2;1;0;;5;0;10;57;10;1.609438;10;8;148;SHPD1525;11;1;875;;;1;0;0;0;0;0.0689655;;1;0
38;9;4;10;400;0;0;25;1;2;0;0;4;5;2;1;0;;2;0;10;57;10;0.6931472;10;8;149;SHPD1525;11;1;925;;;1;0;0;0;0;0;;1;0
38;10;5;10;425;0;0;25;1;2;0;0;4;5;2;1;0;;1;0;10;57;10;0;10;8;150;SHPD1525;11;1;965;;;1;0;0;0;0;0;;0;0
38;11;6;10;660;0;0;25;2;2;0;0;4;5;2;1;0;;1;0;10;57;10;0;10;8;151;SHPD1525;12;1;1505;;;1;0;0;0;0;0.0344828;;0;1
38;12;8;10;635;0;0;25;2;2;0;0;4;5;2;1;0;;5;0;10;57;10;1.609438;10;8;152;SHPD1525;12;1;1455;;;1;0;0;0;0;0.0344828;;1;0
38;13;9;10;620;0;0;25;2;2;0;0;4;5;2;1;0;;2;0;10;57;10;0.6931472;10;8;153;SHPD1525;12;1;1480;;;1;0;0;0;0;0;;1;0
38;14;7;10;635;0;0;25;2;2;0;0;4;5;2;1;0;;3;0;10;57;10;1.098612;10;8;154;SHPD1525;12;1;1500;;;1;0;0;0;0;0.0689655;;0;0
38;15;6;10;625;0;0;25;2;2;0;0;4;5;2;1;0;;6;0;10;57;10;1.791759;10;8;155;SHPD1525;12;1;1490;;;1;0;0;0;0;0.0689655;;1;0
38;16;8;10;685;0;0;25;2;2;0;0;4;5;2;1;0;;2;0;10;57;10;0.6931472;10;8;156;SHPD1525;12;1;1515;;;1;0;0;0;0;0;;1;0
38;17;9;10;645;0;0;25;2;2;0;0;4;5;2;1;0;;4;0;10;57;10;1.386294;10;8;157;SHPD1525;12;1;1470;;;1;0;0;0;0;0.1724138;;1;1
38;18;10;10;670;0;0;25;2;2;0;0;4;5;2;1;0;;3;0;10;57;10;1.098612;10;8;158;SHPD1525;12;1;1550;;;1;0;0;0;0;0;;1;0
38;19;7;10;665;0;0;25;2;2;0;0;4;5;2;1;0;;2;0;10;57;10;0.6931472;10;8;159;SHPD1525;12;1;1490;;;1;0;0;0;0;0.137931;;1;1
38;20;10;10;630;0;0;25;2;2;0;0;4;5;2;1;0;;4;0;10;57;10;1.386294;10;8;160;SHPD1525;12;1;1465;;;1;0;0;0;0;0.2413793;;1;1
39;1;5;10;405;0;0;25;1;2;0;0;5;5;2;1;0;;3;0;10;57;11;1.098612;10;8;141;SHPD1525;11;1;935;;;1;0;0;0;0;0;;0;0
39;2;4;10;385;0;0;25;1;2;0;0;5;5;2;1;0;;3;0;10;57;11;1.098612;10;8;142;SHPD1525;11;1;885;;;1;0;0;0;0;0;;1;0
39;3;2;10;360;0;0;25;1;2;0;0;5;5;2;1;0;;2;0;10;57;11;0.6931472;10;8;143;SHPD1525;11;1;850;;;1;0;0;0;0;0;;1;0
39;4;3;10;420;0;0;25;1;2;0;0;5;5;2;1;0;;2;0;10;57;11;0.6931472;10;8;144;SHPD1525;11;1;945;;;1;0;0;0;0;0;;1;0
39;5;1;10;385;0;0;25;1;2;0;0;5;5;2;1;0;;1;0;10;57;11;0;10;8;145;SHPD1525;11;1;860;;;1;0;0;0;0;0.137931;;0;0
39;6;4;10;395;0;0;25;1;2;0;0;5;5;2;1;0;;2;0;10;57;11;0.6931472;10;8;146;SHPD1525;11;1;925;;;1;0;0;0;0;0.0344828;;1;1
39;7;2;10;300;0;0;25;1;2;0;0;5;5;2;1;0;;6;0;10;57;11;1.791759;10;8;147;SHPD1525;11;1;765;;;1;0;0;0;0;0;;1;0
39;8;3;10;355;0;0;25;1;2;0;0;5;5;2;1;0;;8;0;10;57;11;2.079442;10;8;148;SHPD1525;11;1;875;;;1;0;0;0;0;0.0689655;;1;0
39;9;1;10;410;0;0;25;1;2;0;0;5;5;2;1;0;;3;0;10;57;11;1.098612;10;8;149;SHPD1525;11;1;925;;;1;0;0;0;0;0;;1;0
39;10;5;10;435;0;0;25;1;2;0;0;5;5;2;1;0;;1;0;10;57;11;0;10;8;150;SHPD1525;11;1;965;;;1;0;0;0;0;0;;0;0
39;11;10;10;670;0;0;25;2;2;0;0;5;5;2;1;0;;3;0;10;57;11;1.098612;10;8;151;SHPD1525;12;1;1505;;;1;0;0;0;0;0.0344828;;0;1
39;12;8;10;645;0;0;25;2;2;0;0;5;5;2;1;0;;6;0;10;57;11;1.791759;10;8;152;SHPD1525;12;1;1455;;;1;0;0;0;0;0.0344828;;1;0
39;13;7;10;630;0;0;25;2;2;0;0;5;5;2;1;0;;3;0;10;57;11;1.098612;10;8;153;SHPD1525;12;1;1480;;;1;0;0;0;0;0;;1;0
39;14;9;10;645;0;0;25;2;2;0;0;5;5;2;1;0;;6;0;10;57;11;1.791759;10;8;154;SHPD1525;12;1;1500;;;1;0;0;0;0;0.0689655;;0;0
39;15;7;10;635;0;0;25;2;2;0;0;5;5;2;1;0;;6;0;10;57;11;1.791759;10;8;155;SHPD1525;12;1;1490;;;1;0;0;0;0;0.0689655;;1;0
39;16;9;10;695;0;0;25;2;2;0;0;5;5;2;1;0;;2;0;10;57;11;0.6931472;10;8;156;SHPD1525;12;1;1515;;;1;0;0;0;0;0;;1;0
39;17;6;10;655;0;0;25;2;2;0;0;5;5;2;1;0;;9;0;10;57;11;2.197225;10;8;157;SHPD1525;12;1;1470;;;1;0;0;0;0;0.1724138;;1;1
39;18;8;10;680;0;0;25;2;2;0;0;5;5;2;1;0;;4;0;10;57;11;1.386294;10;8;158;SHPD1525;12;1;1550;;;1;0;0;0;0;0;;1;0
39;19;10;10;675;0;0;25;2;2;0;0;5;5;2;1;0;;2;0;10;57;11;0.6931472;10;8;159;SHPD1525;12;1;1490;;;1;0;0;0;0;0.137931;;1;1
39;20;6;10;640;0;0;25;2;2;0;0;5;5;2;1;0;;13;0;10;57;11;2.564949;10;8;160;SHPD1525;12;1;1465;;;1;0;0;0;0;0.2413793;;1;1
40;1;5;10;415;0;0;25;1;2;0;0;6;5;2;1;0;;2;0;10;57;12;0.6931472;10;8;141;SHPD1525;11;1;935;;;1;0;0;0;0;0;;0;0
40;2;4;10;395;0;0;25;1;2;0;0;6;5;2;1;0;;8;0;10;57;12;2.079442;10;8;142;SHPD1525;11;1;885;;;1;0;0;0;0;0;;1;0
40;3;4;10;370;0;0;25;1;2;0;0;6;5;2;1;0;;2;0;10;57;12;0.6931472;10;8;143;SHPD1525;11;1;850;;;1;0;0;0;0;0;;1;0
40;4;3;10;430;0;0;25;1;2;0;0;6;5;2;1;0;;2;0;10;57;12;0.6931472;10;8;144;SHPD1525;11;1;945;;;1;0;0;0;0;0;;1;0
40;5;1;10;395;0;0;25;1;2;0;0;6;5;2;1;0;;4;0;10;57;12;1.386294;10;8;145;SHPD1525;11;1;860;;;1;0;0;0;0;0.137931;;0;0
40;6;2;10;405;0;0;25;1;2;0;0;6;5;2;1;0;;3;0;10;57;12;1.098612;10;8;146;SHPD1525;11;1;925;;;1;0;0;0;0;0.0344828;;1;1
40;7;1;10;310;0;0;25;1;2;0;0;6;5;2;1;0;;8;0;10;57;12;2.079442;10;8;147;SHPD1525;11;1;765;;;1;0;0;0;0;0;;1;0
40;8;5;10;365;0;0;25;1;2;0;0;6;5;2;1;0;;1;0;10;57;12;0;10;8;148;SHPD1525;11;1;875;;;1;0;0;0;0;0.0689655;;1;0
40;9;2;10;420;0;0;25;1;2;0;0;6;5;2;1;0;;3;0;10;57;12;1.098612;10;8;149;SHPD1525;11;1;925;;;1;0;0;0;0;0;;1;0
40;10;3;10;445;0;0;25;1;2;0;0;6;5;2;1;0;;3;0;10;57;12;1.098612;10;8;150;SHPD1525;11;1;965;;;1;0;0;0;0;0;;0;0
40;11;6;10;680;0;0;25;2;2;0;0;6;5;2;1;0;;5;0;10;57;12;1.609438;10;8;151;SHPD1525;12;1;1505;;;1;0;0;0;0;0.0344828;;0;1
40;12;10;10;655;0;0;25;2;2;0;0;6;5;2;1;0;;5;0;10;57;12;1.609438;10;8;152;SHPD1525;12;1;1455;;;1;0;0;0;0;0.0344828;;1;0
40;13;9;10;640;0;0;25;2;2;0;0;6;5;2;1;0;;1;0;10;57;12;0;10;8;153;SHPD1525;12;1;1480;;;1;0;0;0;0;0;;1;0
40;14;7;10;655;0;0;25;2;2;0;0;6;5;2;1;0;;2;0;10;57;12;0.6931472;10;8;154;SHPD1525;12;1;1500;;;1;0;0;0;0;0.0689655;;0;0
40;15;7;10;645;0;0;25;2;2;0;0;6;5;2;1;0;;4;0;10;57;12;1.386294;10;8;155;SHPD1525;12;1;1490;;;1;0;0;0;0;0.0689655;;1;0
40;16;6;10;705;0;0;25;2;2;0;0;6;5;2;1;0;;4;0;10;57;12;1.386294;10;8;156;SHPD1525;12;1;1515;;;1;0;0;0;0;0;;1;0
40;17;8;10;665;0;0;25;2;2;0;0;6;5;2;1;0;;9;0;10;57;12;2.197225;10;8;157;SHPD1525;12;1;1470;;;1;0;0;0;0;0.1724138;;1;1
40;18;8;10;690;0;0;25;2;2;0;0;6;5;2;1;0;;4;0;10;57;12;1.386294;10;8;158;SHPD1525;12;1;1550;;;1;0;0;0;0;0;;1;0
40;19;10;10;685;0;0;25;2;2;0;0;6;5;2;1;0;;3;0;10;57;12;1.098612;10;8;159;SHPD1525;12;1;1490;;;1;0;0;0;0;0.137931;;1;1
40;20;9;10;650;0;0;25;2;2;0;0;6;5;2;1;0;;15;0;10;57;12;2.70805;10;8;160;SHPD1525;12;1;1465;;;1;0;0;0;0;0.2413793;;1;1
41;1;1;10;425;0;0;25;1;2;0;0;7;5;2;1;0;;2;0;10;57;13;0.6931472;10;8;141;SHPD1525;11;1;935;;;1;0;0;0;0;0;;0;0
41;2;4;10;405;0;0;25;1;2;0;0;7;5;2;1;0;;3;0;10;57;13;1.098612;10;8;142;SHPD1525;11;1;885;;;1;0;0;0;0;0;;1;0
41;3;2;10;380;0;0;25;1;2;0;0;7;5;2;1;0;;2;0;10;57;13;0.6931472;10;8;143;SHPD1525;11;1;850;;;1;0;0;0;0;0;;1;0
41;4;4;10;440;0;0;25;1;2;0;0;7;5;2;1;0;;3;0;10;57;13;1.098612;10;8;144;SHPD1525;11;1;945;;;1;0;0;0;0;0;;1;0
41;5;3;10;405;0;0;25;1;2;0;0;7;5;2;1;0;;2;0;10;57;13;0.6931472;10;8;145;SHPD1525;11;1;860;;;1;0;0;0;0;0.137931;;0;0
