64;16;6;10;670;1;0;25;2;7;0;0;4;11;2;1;0;;3;0;10;77;29;1.098612;10;6;116;PDSH2515;9;0;900;;;1;0;0;0;0;0.0952381;;0;0
64;17;7;10;670;1;0;25;2;7;0;0;4;11;2;1;0;;1;0;10;77;29;0;10;6;117;PDSH2515;9;0;900;;;1;0;0;0;0;0;;0;0
64;18;9;10;595;1;0;25;2;7;0;0;4;11;2;1;0;;2;0;10;77;29;0.6931472;10;6;118;PDSH2515;9;0;840;;;1;0;0;0;0;0.1428571;;0;0
64;19;10;10;615;1;0;25;2;7;0;0;4;11;2;1;0;;5;0;10;77;29;1.609438;10;6;119;PDSH2515;9;0;845;;;1;0;0;0;0;0.0238095;;1;1
64;20;10;10;685;1;0;25;2;7;0;0;4;11;2;1;0;;1;0;10;77;29;0;10;6;120;PDSH2515;9;0;915;;;1;0;0;0;0;0;;0;0
65;1;5;20;805;1;0;25;1;7;0;0;5;11;2;1;1;;3;1;20;77;30;1.098612;10;6;101;PDSH2515;8;0;1115;;;1;1;0;0;0;0.047619;;1;1
65;2;3;20;835;1;0;25;1;7;0;0;5;11;2;1;1;;2;1;20;77;30;0.6931472;10;6;102;PDSH2515;8;0;1145;;;1;1;1;0;1;0.2857143;;0;1
65;3;1;15;820;1;0;25;1;7;0;0;5;11;2;1;0;;2;1;0;77;30;0.6931472;10;6;103;PDSH2515;8;0;1105;;;0;0;0;0;0;0;;0;0
65;4;2;0;720;1;0;25;1;7;0;0;5;11;2;1;1;;2;0;15;77;30;0.6931472;10;6;104;PDSH2515;8;0;920;;;0;0;0;0;0;0;;1;1
65;5;2;15;810;1;0;25;1;7;0;0;5;11;2;1;0;;2;1;0;77;30;0.6931472;10;6;105;PDSH2515;8;0;1110;;;0;0;0;0;0;0.3571429;;0;0
65;6;1;0;815;1;0;25;1;7;0;0;5;11;2;1;1;;4;0;15;77;30;1.386294;10;6;106;PDSH2515;8;0;1070;;;0;0;0;0;0;0.1428571;;1;1
65;7;3;20;820;1;0;25;1;7;0;0;5;11;2;1;1;;2;1;20;77;30;0.6931472;10;6;107;PDSH2515;8;0;1125;;;1;1;0;0;0;0;;0;1
65;8;4;15;815;1;0;25;1;7;0;0;5;11;2;1;0;;4;1;0;77;30;1.386294;10;6;108;PDSH2515;8;0;1125;;;0;0;0;0;0;0.452381;;0;0
65;9;5;20;855;1;0;25;1;7;0;0;5;11;2;1;1;;3;1;20;77;30;1.098612;10;6;109;PDSH2515;8;0;1095;;;1;1;0;0;0;0;;1;1
65;10;4;0;900;1;0;25;1;7;0;0;5;11;2;1;1;;1;0;15;77;30;0;10;6;110;PDSH2515;8;0;1210;;;0;0;0;0;0;0;;0;1
65;11;8;10;690;1;0;25;2;7;0;0;5;11;2;1;0;;2;0;10;77;30;0.6931472;10;6;111;PDSH2515;9;0;925;;;1;0;0;0;0;0;;0;0
65;12;6;10;670;1;0;25;2;7;0;0;5;11;2;1;0;;6;0;10;77;30;1.791759;10;6;112;PDSH2515;9;0;905;;;1;0;0;0;0;0.0714286;;0;1
65;13;9;10;590;1;0;25;2;7;0;0;5;11;2;1;0;;4;0;10;77;30;1.386294;10;6;113;PDSH2515;9;0;800;;;1;0;0;0;0;0.2857143;;0;0
65;14;7;10;675;1;0;25;2;7;0;0;5;11;2;1;0;;1;0;10;77;30;0;10;6;114;PDSH2515;9;0;885;;;1;0;0;0;0;0.0714286;;0;1
65;15;7;10;550;1;0;25;2;7;0;0;5;11;2;1;0;;5;0;10;77;30;1.609438;10;6;115;PDSH2515;9;0;760;;;1;0;0;0;0;0.0714286;;0;1
65;16;10;10;680;1;0;25;2;7;0;0;5;11;2;1;0;;3;0;10;77;30;1.098612;10;6;116;PDSH2515;9;0;900;;;1;0;0;0;0;0.0952381;;0;0
65;17;10;10;680;1;0;25;2;7;0;0;5;11;2;1;0;;3;0;10;77;30;1.098612;10;6;117;PDSH2515;9;0;900;;;1;0;0;0;0;0;;0;0
65;18;8;10;605;1;0;25;2;7;0;0;5;11;2;1;0;;2;0;10;77;30;0.6931472;10;6;118;PDSH2515;9;0;840;;;1;0;0;0;0;0.1428571;;0;0
65;19;6;10;625;1;0;25;2;7;0;0;5;11;2;1;0;;2;0;10;77;30;0.6931472;10;6;119;PDSH2515;9;0;845;;;1;0;0;0;0;0.0238095;;1;1
65;20;9;10;695;1;0;25;2;7;0;0;5;11;2;1;0;;1;0;10;77;30;0;10;6;120;PDSH2515;9;0;915;;;1;0;0;0;0;0;;0;0
66;1;4;20;825;1;0;25;1;7;0;0;6;11;2;1;1;;2;1;20;77;31;0.6931472;10;6;101;PDSH2515;8;0;1115;;;1;1;0;0;0;0.047619;;1;1
66;2;3;0;835;1;0;25;1;7;0;0;6;11;2;1;1;;3;0;15;77;31;1.098612;10;6;102;PDSH2515;8;0;1145;;;0;0;0;0;0;0.2857143;;0;1
66;3;1;15;835;1;0;25;1;7;0;0;6;11;2;1;0;;1;1;0;77;31;0;10;6;103;PDSH2515;8;0;1105;;;0;0;0;0;0;0;;0;0
66;4;2;20;740;1;0;25;1;7;0;0;6;11;2;1;1;;2;1;20;77;31;0.6931472;10;6;104;PDSH2515;8;0;920;;;1;1;0;0;0;0;;1;1
66;5;5;20;830;1;0;25;1;7;0;0;6;11;2;1;1;;6;1;20;77;31;1.791759;10;6;105;PDSH2515;8;0;1110;;;1;1;1;0;1;0.3571429;;0;0
66;6;3;15;830;1;0;25;1;7;0;0;6;11;2;1;0;;2;1;0;77;31;0.6931472;10;6;106;PDSH2515;8;0;1070;;;0;0;1;1;0;0.1428571;;1;1
66;7;2;20;840;1;0;25;1;7;0;0;6;11;2;1;1;;1;1;20;77;31;0;10;6;107;PDSH2515;8;0;1125;;;1;1;0;0;0;0;;0;1
66;8;5;20;835;1;0;25;1;7;0;0;6;11;2;1;1;;4;1;20;77;31;1.386294;10;6;108;PDSH2515;8;0;1125;;;1;1;1;0;1;0.452381;;0;0
66;9;1;0;855;1;0;25;1;7;0;0;6;11;2;1;1;;2;0;15;77;31;0.6931472;10;6;109;PDSH2515;8;0;1095;;;0;0;0;0;0;0;;1;1
66;10;4;20;920;1;0;25;1;7;0;0;6;11;2;1;1;;1;1;20;77;31;0;10;6;110;PDSH2515;8;0;1210;;;1;1;0;0;0;0;;0;1
66;11;8;10;700;1;0;25;2;7;0;0;6;11;2;1;0;;1;0;10;77;31;0;10;6;111;PDSH2515;9;0;925;;;1;0;0;0;0;0;;0;0
66;12;9;10;680;1;0;25;2;7;0;0;6;11;2;1;0;;8;0;10;77;31;2.079442;10;6;112;PDSH2515;9;0;905;;;1;0;0;0;0;0.0714286;;0;1
66;13;6;10;600;1;0;25;2;7;0;0;6;11;2;1;0;;2;0;10;77;31;0.6931472;10;6;113;PDSH2515;9;0;800;;;1;0;0;0;0;0.2857143;;0;0
66;14;10;10;685;1;0;25;2;7;0;0;6;11;2;1;0;;3;0;10;77;31;1.098612;10;6;114;PDSH2515;9;0;885;;;1;0;0;0;0;0.0714286;;0;1
66;15;9;10;560;1;0;25;2;7;0;0;6;11;2;1;0;;3;0;10;77;31;1.098612;10;6;115;PDSH2515;9;0;760;;;1;0;0;0;0;0.0714286;;0;1
66;16;8;10;690;1;0;25;2;7;0;0;6;11;2;1;0;;3;0;10;77;31;1.098612;10;6;116;PDSH2515;9;0;900;;;1;0;0;0;0;0.0952381;;0;0
66;17;7;10;690;1;0;25;2;7;0;0;6;11;2;1;0;;1;0;10;77;31;0;10;6;117;PDSH2515;9;0;900;;;1;0;0;0;0;0;;0;0
66;18;6;10;615;1;0;25;2;7;0;0;6;11;2;1;0;;2;0;10;77;31;0.6931472;10;6;118;PDSH2515;9;0;840;;;1;0;0;0;0;0.1428571;;0;0
66;19;7;10;635;1;0;25;2;7;0;0;6;11;2;1;0;;2;0;10;77;31;0.6931472;10;6;119;PDSH2515;9;0;845;;;1;0;0;0;0;0.0238095;;1;1
66;20;10;10;705;1;0;25;2;7;0;0;6;11;2;1;0;;2;0;10;77;31;0.6931472;10;6;120;PDSH2515;9;0;915;;;1;0;0;0;0;0;;0;0
67;1;3;0;825;1;0;25;1;7;0;0;7;11;2;1;1;;4;0;15;77;32;1.386294;10;6;101;PDSH2515;8;0;1115;;;0;0;0;0;0;0.047619;;1;1
67;2;4;10;845;1;0;25;1;7;0;0;7;11;2;1;0;;2;0;10;77;32;0.6931472;10;6;102;PDSH2515;8;0;1145;;;1;0;1;1;0;0.2857143;;0;1
67;3;3;15;850;1;0;25;1;7;0;0;7;11;2;1;0;;2;1;0;77;32;0.6931472;10;6;103;PDSH2515;8;0;1105;;;0;0;0;0;0;0;;0;0
67;4;1;20;760;1;0;25;1;7;0;0;7;11;2;1;1;;3;1;20;77;32;1.098612;10;6;104;PDSH2515;8;0;920;;;1;1;0;0;0;0;;1;1
67;5;4;10;840;1;0;25;1;7;0;0;7;11;2;1;0;;5;0;10;77;32;1.609438;10;6;105;PDSH2515;8;0;1110;;;1;0;1;1;0;0.3571429;;0;0
67;6;5;20;850;1;0;25;1;7;0;0;7;11;2;1;1;;3;1;20;77;32;1.098612;10;6;106;PDSH2515;8;0;1070;;;1;1;1;0;1;0.1428571;;1;1
67;7;2;20;860;1;0;25;1;7;0;0;7;11;2;1;1;;1;1;20;77;32;0;10;6;107;PDSH2515;8;0;1125;;;1;1;0;0;0;0;;0;1
67;8;5;20;855;1;0;25;1;7;0;0;7;11;2;1;1;;4;1;20;77;32;1.386294;10;6;108;PDSH2515;8;0;1125;;;1;1;0;0;0;0.452381;;0;0
67;9;2;20;875;1;0;25;1;7;0;0;7;11;2;1;1;;2;1;20;77;32;0.6931472;10;6;109;PDSH2515;8;0;1095;;;1;1;0;0;0;0;;1;1
67;10;1;20;940;1;0;25;1;7;0;0;7;11;2;1;1;;2;1;20;77;32;0.6931472;10;6;110;PDSH2515;8;0;1210;;;1;1;0;0;0;0;;0;1
67;11;7;10;710;1;0;25;2;7;0;0;7;11;2;1;0;;2;0;10;77;32;0.6931472;10;6;111;PDSH2515;9;0;925;;;1;0;0;0;0;0;;0;0
67;12;9;10;690;1;0;25;2;7;0;0;7;11;2;1;0;;3;0;10;77;32;1.098612;10;6;112;PDSH2515;9;0;905;;;1;0;0;0;0;0.0714286;;0;1
67;13;10;10;610;1;0;25;2;7;0;0;7;11;2;1;0;;3;0;10;77;32;1.098612;10;6;113;PDSH2515;9;0;800;;;1;0;0;0;0;0.2857143;;0;0
67;14;9;10;695;1;0;25;2;7;0;0;7;11;2;1;0;;1;0;10;77;32;0;10;6;114;PDSH2515;9;0;885;;;1;0;0;0;0;0.0714286;;0;1
67;15;7;10;570;1;0;25;2;7;0;0;7;11;2;1;0;;2;0;10;77;32;0.6931472;10;6;115;PDSH2515;9;0;760;;;1;0;0;0;0;0.0714286;;0;1
67;16;10;10;700;1;0;25;2;7;0;0;7;11;2;1;0;;1;0;10;77;32;0;10;6;116;PDSH2515;9;0;900;;;1;0;0;0;0;0.0952381;;0;0
67;17;8;10;700;1;0;25;2;7;0;0;7;11;2;1;0;;1;0;10;77;32;0;10;6;117;PDSH2515;9;0;900;;;1;0;0;0;0;0;;0;0
67;18;8;10;625;1;0;25;2;7;0;0;7;11;2;1;0;;2;0;10;77;32;0.6931472;10;6;118;PDSH2515;9;0;840;;;1;0;0;0;0;0.1428571;;0;0
67;19;6;10;645;1;0;25;2;7;0;0;7;11;2;1;0;;3;0;10;77;32;1.098612;10;6;119;PDSH2515;9;0;845;;;1;0;0;0;0;0.0238095;;1;1
67;20;6;10;715;1;0;25;2;7;0;0;7;11;2;1;0;;1;0;10;77;32;0;10;6;120;PDSH2515;9;0;915;;;1;0;0;0;0;0;;0;0
68;1;1;20;845;1;0;25;1;7;0;0;8;11;2;1;1;;3;1;20;77;33;1.098612;10;6;101;PDSH2515;8;0;1115;;;1;1;0;0;0;0.047619;;1;1
68;2;5;15;860;1;0;25;1;7;0;0;8;11;2;1;0;;2;1;0;77;33;0.6931472;10;6;102;PDSH2515;8;0;1145;;;0;0;0;0;0;0.2857143;;0;1
68;3;3;15;865;1;0;25;1;7;0;0;8;11;2;1;0;;1;1;0;77;33;0;10;6;103;PDSH2515;8;0;1105;;;0;0;0;0;0;0;;0;0
68;4;4;0;760;1;0;25;1;7;0;0;8;11;2;1;1;;2;0;15;77;33;0.6931472;10;6;104;PDSH2515;8;0;920;;;0;0;0;0;0;0;;1;1
68;5;4;15;855;1;0;25;1;7;0;0;8;11;2;1;0;;7;1;0;77;33;1.94591;10;6;105;PDSH2515;8;0;1110;;;0;0;0;0;0;0.3571429;;0;0
68;6;5;0;850;1;0;25;1;7;0;0;8;11;2;1;1;;2;0;15;77;33;0.6931472;10;6;106;PDSH2515;8;0;1070;;;0;0;0;0;0;0.1428571;;1;1
68;7;2;20;880;1;0;25;1;7;0;0;8;11;2;1;1;;1;1;20;77;33;0;10;6;107;PDSH2515;8;0;1125;;;1;1;0;0;0;0;;0;1
68;8;3;0;855;1;0;25;1;7;0;0;8;11;2;1;1;;3;0;15;77;33;1.098612;10;6;108;PDSH2515;8;0;1125;;;0;0;0;0;0;0.452381;;0;0
68;9;2;20;895;1;0;25;1;7;0;0;8;11;2;1;1;;2;1;20;77;33;0.6931472;10;6;109;PDSH2515;8;0;1095;;;1;1;0;0;0;0;;1;1
68;10;1;20;960;1;0;25;1;7;0;0;8;11;2;1;1;;1;1;20;77;33;0;10;6;110;PDSH2515;8;0;1210;;;1;1;0;0;0;0;;0;1
68;11;9;10;720;1;0;25;2;7;0;0;8;11;2;1;0;;2;0;10;77;33;0.6931472;10;6;111;PDSH2515;9;0;925;;;1;0;0;0;0;0;;0;0
68;12;10;10;700;1;0;25;2;7;0;0;8;11;2;1;0;;4;0;10;77;33;1.386294;10;6;112;PDSH2515;9;0;905;;;1;0;0;0;0;0.0714286;;0;1
68;13;7;10;620;1;0;25;2;7;0;0;8;11;2;1;0;;4;0;10;77;33;1.386294;10;6;113;PDSH2515;9;0;800;;;1;0;0;0;0;0.2857143;;0;0
68;14;8;10;705;1;0;25;2;7;0;0;8;11;2;1;0;;1;0;10;77;33;0;10;6;114;PDSH2515;9;0;885;;;1;0;0;0;0;0.0714286;;0;1
68;15;9;10;580;1;0;25;2;7;0;0;8;11;2;1;0;;1;0;10;77;33;0;10;6;115;PDSH2515;9;0;760;;;1;0;0;0;0;0.0714286;;0;1
68;16;10;10;710;1;0;25;2;7;0;0;8;11;2;1;0;;4;0;10;77;33;1.386294;10;6;116;PDSH2515;9;0;900;;;1;0;0;0;0;0.0952381;;0;0
68;17;8;10;710;1;0;25;2;7;0;0;8;11;2;1;0;;1;0;10;77;33;0;10;6;117;PDSH2515;9;0;900;;;1;0;0;0;0;0;;0;0
68;18;6;10;635;1;0;25;2;7;0;0;8;11;2;1;0;;5;0;10;77;33;1.609438;10;6;118;PDSH2515;9;0;840;;;1;0;0;0;0;0.1428571;;0;0
68;19;6;10;655;1;0;25;2;7;0;0;8;11;2;1;0;;2;0;10;77;33;0.6931472;10;6;119;PDSH2515;9;0;845;;;1;0;0;0;0;0.0238095;;1;1
68;20;7;10;725;1;0;25;2;7;0;0;8;11;2;1;0;;0;0;10;77;33;;10;6;120;PDSH2515;9;0;915;;;1;0;0;0;0;0;;0;0
69;1;3;20;865;1;0;25;1;7;0;0;9;11;2;1;1;;3;1;20;77;34;1.098612;10;6;101;PDSH2515;8;0;1115;;;1;1;0;0;0;0.047619;;1;1
69;2;5;0;860;1;0;25;1;7;0;0;9;11;2;1;1;;5;0;15;77;34;1.609438;10;6;102;PDSH2515;8;0;1145;;;0;0;1;0;1;0.2857143;;0;1
69;3;2;10;875;1;0;25;1;7;0;0;9;11;2;1;0;;1;0;10;77;34;0;10;6;103;PDSH2515;8;0;1105;;;1;0;0;0;0;0;;0;0
69;4;4;20;780;1;0;25;1;7;0;0;9;11;2;1;1;;3;1;20;77;34;1.098612;10;6;104;PDSH2515;8;0;920;;;1;1;0;0;0;0;;1;1
69;5;2;10;865;1;0;25;1;7;0;0;9;11;2;1;0;;2;0;10;77;34;0.6931472;10;6;105;PDSH2515;8;0;1110;;;1;0;0;0;0;0.3571429;;0;0
69;6;1;15;865;1;0;25;1;7;0;0;9;11;2;1;0;;7;1;0;77;34;1.94591;10;6;106;PDSH2515;8;0;1070;;;0;0;1;1;0;0.1428571;;1;1
69;7;1;0;880;1;0;25;1;7;0;0;9;11;2;1;1;;0;0;15;77;34;;10;6;107;PDSH2515;8;0;1125;;;0;0;0;0;0;0;;0;1
69;8;5;15;870;1;0;25;1;7;0;0;9;11;2;1;0;;2;1;0;77;34;0.6931472;10;6;108;PDSH2515;8;0;1125;;;0;0;1;1;0;0.452381;;0;0
69;9;4;20;915;1;0;25;1;7;0;0;9;11;2;1;1;;3;1;20;77;34;1.098612;10;6;109;PDSH2515;8;0;1095;;;1;1;0;0;0;0;;1;1
69;10;3;20;980;1;0;25;1;7;0;0;9;11;2;1;1;;2;1;20;77;34;0.6931472;10;6;110;PDSH2515;8;0;1210;;;1;1;0;0;0;0;;0;1
69;11;7;10;730;1;0;25;2;7;0;0;9;11;2;1;0;;6;0;10;77;34;1.791759;10;6;111;PDSH2515;9;0;925;;;1;0;0;0;0;0;;0;0
69;12;9;10;710;1;0;25;2;7;0;0;9;11;2;1;0;;4;0;10;77;34;1.386294;10;6;112;PDSH2515;9;0;905;;;1;0;0;0;0;0.0714286;;0;1
69;13;6;10;630;1;0;25;2;7;0;0;9;11;2;1;0;;5;0;10;77;34;1.609438;10;6;113;PDSH2515;9;0;800;;;1;0;0;0;0;0.2857143;;0;0
69;14;8;10;715;1;0;25;2;7;0;0;9;11;2;1;0;;3;0;10;77;34;1.098612;10;6;114;PDSH2515;9;0;885;;;1;0;0;0;0;0.0714286;;0;1
69;15;8;10;590;1;0;25;2;7;0;0;9;11;2;1;0;;2;0;10;77;34;0.6931472;10;6;115;PDSH2515;9;0;760;;;1;0;0;0;0;0.0714286;;0;1
69;16;6;10;720;1;0;25;2;7;0;0;9;11;2;1;0;;1;0;10;77;34;0;10;6;116;PDSH2515;9;0;900;;;1;0;0;0;0;0.0952381;;0;0
69;17;10;10;720;1;0;25;2;7;0;0;9;11;2;1;0;;1;0;10;77;34;0;10;6;117;PDSH2515;9;0;900;;;1;0;0;0;0;0;;0;0
69;18;7;10;645;1;0;25;2;7;0;0;9;11;2;1;0;;1;0;10;77;34;0;10;6;118;PDSH2515;9;0;840;;;1;0;0;0;0;0.1428571;;0;0
69;19;9;10;665;1;0;25;2;7;0;0;9;11;2;1;0;;5;0;10;77;34;1.609438;10;6;119;PDSH2515;9;0;845;;;1;0;0;0;0;0.0238095;;1;1
69;20;10;10;735;1;0;25;2;7;0;0;9;11;2;1;0;;4;0;10;77;34;1.386294;10;6;120;PDSH2515;9;0;915;;;1;0;0;0;0;0;;0;0
70;1;2;20;885;1;0;25;1;7;0;0;10;11;2;1;1;;3;1;20;77;35;1.098612;10;6;101;PDSH2515;8;0;1115;;;1;1;0;0;0;0.047619;;1;1
70;2;3;15;875;1;0;25;1;7;0;0;10;11;2;1;0;;3;1;0;77;35;1.098612;10;6;102;PDSH2515;8;0;1145;;;0;0;1;1;0;0.2857143;;0;1
70;3;5;15;890;1;0;25;1;7;0;0;10;11;2;1;0;;1;1;0;77;35;0;10;6;103;PDSH2515;8;0;1105;;;0;0;0;0;0;0;;0;0
70;4;3;0;780;1;0;25;1;7;0;0;10;11;2;1;1;;5;0;15;77;35;1.609438;10;6;104;PDSH2515;8;0;920;;;0;0;0;0;0;0;;1;1
70;5;4;15;880;1;0;25;1;7;0;0;10;11;2;1;0;;2;1;0;77;35;0.6931472;10;6;105;PDSH2515;8;0;1110;;;0;0;0;0;0;0.3571429;;0;0
70;6;4;0;865;1;0;25;1;7;0;0;10;11;2;1;1;;3;0;15;77;35;1.098612;10;6;106;PDSH2515;8;0;1070;;;0;0;1;0;1;0.1428571;;1;1
70;7;1;20;900;1;0;25;1;7;0;0;10;11;2;1;1;;2;1;20;77;35;0.6931472;10;6;107;PDSH2515;8;0;1125;;;1;1;0;0;0;0;;0;1
70;8;2;20;890;1;0;25;1;7;0;0;10;11;2;1;1;;2;1;20;77;35;0.6931472;10;6;108;PDSH2515;8;0;1125;;;1;1;1;0;1;0.452381;;0;0
70;9;5;0;915;1;0;25;1;7;0;0;10;11;2;1;1;;2;0;15;77;35;0.6931472;10;6;109;PDSH2515;8;0;1095;;;0;0;0;0;0;0;;1;1
70;10;1;20;1000;1;0;25;1;7;0;0;10;11;2;1;1;;1;1;20;77;35;0;10;6;110;PDSH2515;8;0;1210;;;1;1;0;0;0;0;;0;1
70;11;10;10;740;1;0;25;2;7;0;0;10;11;2;1;0;;2;0;10;77;35;0.6931472;10;6;111;PDSH2515;9;0;925;;;1;0;0;0;0;0;;0;0
70;12;7;10;720;1;0;25;2;7;0;0;10;11;2;1;0;;4;0;10;77;35;1.386294;10;6;112;PDSH2515;9;0;905;;;1;0;0;0;0;0.0714286;;0;1
70;13;8;10;640;1;0;25;2;7;0;0;10;11;2;1;0;;3;0;10;77;35;1.098612;10;6;113;PDSH2515;9;0;800;;;1;0;0;0;0;0.2857143;;0;0
70;14;9;10;725;1;0;25;2;7;0;0;10;11;2;1;0;;4;0;10;77;35;1.386294;10;6;114;PDSH2515;9;0;885;;;1;0;0;0;0;0.0714286;;0;1
70;15;7;10;600;1;0;25;2;7;0;0;10;11;2;1;0;;2;0;10;77;35;0.6931472;10;6;115;PDSH2515;9;0;760;;;1;0;0;0;0;0.0714286;;0;1
70;16;6;10;730;1;0;25;2;7;0;0;10;11;2;1;0;;4;0;10;77;35;1.386294;10;6;116;PDSH2515;9;0;900;;;1;0;0;0;0;0.0952381;;0;0
70;17;8;10;730;1;0;25;2;7;0;0;10;11;2;1;0;;2;0;10;77;35;0.6931472;10;6;117;PDSH2515;9;0;900;;;1;0;0;0;0;0;;0;0
70;18;10;10;655;1;0;25;2;7;0;0;10;11;2;1;0;;2;0;10;77;35;0.6931472;10;6;118;PDSH2515;9;0;840;;;1;0;0;0;0;0.1428571;;0;0
70;19;9;10;675;1;0;25;2;7;0;0;10;11;2;1;0;;2;0;10;77;35;0.6931472;10;6;119;PDSH2515;9;0;845;;;1;0;0;0;0;0.0238095;;1;1
70;20;6;10;745;1;0;25;2;7;0;0;10;11;2;1;0;;3;0;10;77;35;1.098612;10;6;120;PDSH2515;9;0;915;;;1;0;0;0;0;0;;0;0
71;1;5;20;905;1;0;25;1;7;0;0;11;11;2;1;1;;4;1;20;77;36;1.386294;10;6;101;PDSH2515;8;0;1115;;;1;1;0;0;0;0.047619;;1;1
71;2;4;20;895;1;0;25;1;7;0;0;11;11;2;1;1;;2;1;20;77;36;0.6931472;10;6;102;PDSH2515;8;0;1145;;;1;1;1;0;1;0.2857143;;0;1
71;3;2;15;905;1;0;25;1;7;0;0;11;11;2;1;0;;1;1;0;77;36;0;10;6;103;PDSH2515;8;0;1105;;;0;0;0;0;0;0;;0;0
71;4;5;20;800;1;0;25;1;7;0;0;11;11;2;1;1;;6;1;20;77;36;1.791759;10;6;104;PDSH2515;8;0;920;;;1;1;0;0;0;0;;1;1
71;5;1;15;895;1;0;25;1;7;0;0;11;11;2;1;0;;2;1;0;77;36;0.6931472;10;6;105;PDSH2515;8;0;1110;;;0;0;0;0;0;0.3571429;;0;0
71;6;3;15;880;1;0;25;1;7;0;0;11;11;2;1;0;;3;1;0;77;36;1.098612;10;6;106;PDSH2515;8;0;1070;;;0;0;1;1;0;0.1428571;;1;1
71;7;1;0;900;1;0;25;1;7;0;0;11;11;2;1;1;;4;0;15;77;36;1.386294;10;6;107;PDSH2515;8;0;1125;;;0;0;0;0;0;0;;0;1
71;8;3;0;890;1;0;25;1;7;0;0;11;11;2;1;1;;1;0;15;77;36;0;10;6;108;PDSH2515;8;0;1125;;;0;0;0;0;0;0.452381;;0;0
71;9;2;0;915;1;0;25;1;7;0;0;11;11;2;1;1;;3;0;15;77;36;1.098612;10;6;109;PDSH2515;8;0;1095;;;0;0;0;0;0;0;;1;1
71;10;4;20;1020;1;0;25;1;7;0;0;11;11;2;1;1;;1;1;20;77;36;0;10;6;110;PDSH2515;8;0;1210;;;1;1;0;0;0;0;;0;1
71;11;9;10;750;1;0;25;2;7;0;0;11;11;2;1;0;;3;0;10;77;36;1.098612;10;6;111;PDSH2515;9;0;925;;;1;0;0;0;0;0;;0;0
71;12;9;10;730;1;0;25;2;7;0;0;11;11;2;1;0;;6;0;10;77;36;1.791759;10;6;112;PDSH2515;9;0;905;;;1;0;0;0;0;0.0714286;;0;1
71;13;7;10;650;1;0;25;2;7;0;0;11;11;2;1;0;;2;0;10;77;36;0.6931472;10;6;113;PDSH2515;9;0;800;;;1;0;0;0;0;0.2857143;;0;0
71;14;8;10;735;1;0;25;2;7;0;0;11;11;2;1;0;;1;0;10;77;36;0;10;6;114;PDSH2515;9;0;885;;;1;0;0;0;0;0.0714286;;0;1
71;15;6;10;610;1;0;25;2;7;0;0;11;11;2;1;0;;2;0;10;77;36;0.6931472;10;6;115;PDSH2515;9;0;760;;;1;0;0;0;0;0.0714286;;0;1
71;16;6;10;740;1;0;25;2;7;0;0;11;11;2;1;0;;4;0;10;77;36;1.386294;10;6;116;PDSH2515;9;0;900;;;1;0;0;0;0;0.0952381;;0;0
71;17;7;10;740;1;0;25;2;7;0;0;11;11;2;1;0;;2;0;10;77;36;0.6931472;10;6;117;PDSH2515;9;0;900;;;1;0;0;0;0;0;;0;0
71;18;10;10;665;1;0;25;2;7;0;0;11;11;2;1;0;;3;0;10;77;36;1.098612;10;6;118;PDSH2515;9;0;840;;;1;0;0;0;0;0.1428571;;0;0
71;19;8;10;685;1;0;25;2;7;0;0;11;11;2;1;0;;2;0;10;77;36;0.6931472;10;6;119;PDSH2515;9;0;845;;;1;0;0;0;0;0.0238095;;1;1
71;20;10;10;755;1;0;25;2;7;0;0;11;11;2;1;0;;2;0;10;77;36;0.6931472;10;6;120;PDSH2515;9;0;915;;;1;0;0;0;0;0;;0;0
72;1;1;20;925;1;0;25;1;7;0;0;12;11;2;1;1;;3;1;20;77;37;1.098612;10;6;101;PDSH2515;8;0;1115;;;1;1;0;0;0;0.047619;;1;1
72;2;3;20;915;1;0;25;1;7;0;0;12;11;2;1;1;;2;1;20;77;37;0.6931472;10;6;102;PDSH2515;8;0;1145;;;1;1;0;0;0;0.2857143;;0;1
72;3;2;10;915;1;0;25;1;7;0;0;12;11;2;1;0;;2;0;10;77;37;0.6931472;10;6;103;PDSH2515;8;0;1105;;;1;0;0;0;0;0;;0;0
72;4;4;0;800;1;0;25;1;7;0;0;12;11;2;1;1;;36;0;15;77;37;3.583519;10;6;104;PDSH2515;8;0;920;;;0;0;0;0;0;0;;1;1
72;5;2;10;905;1;0;25;1;7;0;0;12;11;2;1;0;;2;0;10;77;37;0.6931472;10;6;105;PDSH2515;8;0;1110;;;1;0;0;0;0;0.3571429;;0;0
72;6;4;15;895;1;0;25;1;7;0;0;12;11;2;1;0;;2;1;0;77;37;0.6931472;10;6;106;PDSH2515;8;0;1070;;;0;0;0;0;0;0.1428571;;1;1
72;7;1;20;920;1;0;25;1;7;0;0;12;11;2;1;1;;1;1;20;77;37;0;10;6;107;PDSH2515;8;0;1125;;;1;1;0;0;0;0;;0;1
72;8;5;15;905;1;0;25;1;7;0;0;12;11;2;1;0;;1;1;0;77;37;0;10;6;108;PDSH2515;8;0;1125;;;0;0;1;1;0;0.452381;;0;0
72;9;5;0;915;1;0;25;1;7;0;0;12;11;2;1;1;;3;0;15;77;37;1.098612;10;6;109;PDSH2515;8;0;1095;;;0;0;0;0;0;0;;1;1
